"Fannie Mae and Freddie Mac Maximum Loan Limits for Loans Originated in 2009 or 
Originated Between 7/1/07 and 12/31/08 and Purchased in 2009

(These limits were determined under the American Recovery and Reinvestment Act of 2009.  Loans acquired in 2009, but originated prior to 7/1/2007 remain subject to previously-announced 2009 loan limits, which were determined under provisions of the Housing and Economic Recovery Act of 2008).",,,,,,,,
FIPS State Code,FIPS County Code,County Name,CBSA Number,State,One-Unit Limit,Two-Unit Limit,Three-Unit Limit,Four-Unit Limit
32,001,Churchill County,21980,NV,"$417,000","$533,850","$645,300","$801,950"
32,003,Clark County,29820,NV,"$417,000","$533,850","$645,300","$801,950"
32,005,Douglas County,23820,NV,"$468,750","$600,100","$725,350","$901,450"
32,007,Elko County,21220,NV,"$417,000","$533,850","$645,300","$801,950"
32,009,Esmeralda County,99999,NV,"$417,000","$533,850","$645,300","$801,950"
32,011,Eureka County,21220,NV,"$417,000","$533,850","$645,300","$801,950"
32,013,Humboldt County,99999,NV,"$417,000","$533,850","$645,300","$801,950"
32,015,Lander County,99999,NV,"$417,000","$533,850","$645,300","$801,950"
32,017,Lincoln County,99999,NV,"$417,000","$533,850","$645,300","$801,950"
32,019,Lyon County,22280,NV,"$417,000","$533,850","$645,300","$801,950"
32,021,Mineral County,99999,NV,"$417,000","$533,850","$645,300","$801,950"
32,023,Nye County,37220,NV,"$417,000","$533,850","$645,300","$801,950"
32,027,Pershing County,99999,NV,"$417,000","$533,850","$645,300","$801,950"
32,029,Storey County,39900,NV,"$417,000","$533,850","$645,300","$801,950"
32,031,Washoe County,39900,NV,"$417,000","$533,850","$645,300","$801,950"
32,033,White Pine County,99999,NV,"$417,000","$533,850","$645,300","$801,950"
32,510,Carson City,16180,NV,"$417,000","$533,850","$645,300","$801,950"
33,001,Belknap County,29060,NH,"$417,000","$533,850","$645,300","$801,950"
33,003,Carroll County,99999,NH,"$417,000","$533,850","$645,300","$801,950"
33,005,Cheshire County,28300,NH,"$417,000","$533,850","$645,300","$801,950"
33,007,Coos County,13620,NH,"$417,000","$533,850","$645,300","$801,950"
33,009,Grafton County,30100,NH,"$417,000","$533,850","$645,300","$801,950"
33,011,Hillsborough County,31700,NH,"$417,000","$533,850","$645,300","$801,950"
33,013,Merrimack County,18180,NH,"$417,000","$533,850","$645,300","$801,950"
33,015,Rockingham County,14460,NH,"$523,750","$670,500","$810,450","$1,007,200"
33,017,Strafford County,14460,NH,"$523,750","$670,500","$810,450","$1,007,200"
33,019,Sullivan County,17200,NH,"$417,000","$533,850","$645,300","$801,950"
34,001,Atlantic County,12100,NJ,"$453,750","$580,850","$702,150","$872,600"
34,003,Bergen County,35620,NJ,"$729,750","$934,200","$1,129,250","$1,403,400"
34,005,Burlington County,37980,NJ,"$420,000","$537,650","$649,900","$807,700"
34,007,Camden County,37980,NJ,"$420,000","$537,650","$649,900","$807,700"
34,009,Cape May County,36140,NJ,"$487,500","$624,100","$754,350","$937,500"
34,011,Cumberland County,47220,NJ,"$417,000","$533,850","$645,300","$801,950"
34,013,Essex County,35620,NJ,"$729,750","$934,200","$1,129,250","$1,403,400"
34,015,Gloucester County,37980,NJ,"$420,000","$537,650","$649,900","$807,700"
34,017,Hudson County,35620,NJ,"$729,750","$934,200","$1,129,250","$1,403,400"
34,019,Hunterdon County,35620,NJ,"$729,750","$934,200","$1,129,250","$1,403,400"
34,021,Mercer County,45940,NJ,"$440,000","$563,250","$680,850","$846,150"
34,023,Middlesex County,35620,NJ,"$729,750","$934,200","$1,129,250","$1,403,400"
34,025,Monmouth County,35620,NJ,"$729,750","$934,200","$1,129,250","$1,403,400"
34,027,Morris County,35620,NJ,"$729,750","$934,200","$1,129,250","$1,403,400"
34,029,Ocean County,35620,NJ,"$729,750","$934,200","$1,129,250","$1,403,400"
34,031,Passaic County,35620,NJ,"$729,750","$934,200","$1,129,250","$1,403,400"
34,033,Salem County,37980,NJ,"$420,000","$537,650","$649,900","$807,700"
34,035,Somerset County,35620,NJ,"$729,750","$934,200","$1,129,250","$1,403,400"
34,037,Sussex County,35620,NJ,"$729,750","$934,200","$1,129,250","$1,403,400"
34,039,Union County,35620,NJ,"$729,750","$934,200","$1,129,250","$1,403,400"
34,041,Warren County,10900,NJ,"$417,000","$533,850","$645,300","$801,950"
35,001,Bernalillo County,10740,NM,"$417,000","$533,850","$645,300","$801,950"
35,003,Catron County,99999,NM,"$417,000","$533,850","$645,300","$801,950"
35,005,Chaves County,40740,NM,"$417,000","$533,850","$645,300","$801,950"
35,006,Cibola County,24380,NM,"$417,000","$533,850","$645,300","$801,950"
35,007,Colfax County,99999,NM,"$417,000","$533,850","$645,300","$801,950"
35,009,Curry County,17580,NM,"$417,000","$533,850","$645,300","$801,950"
35,011,De Baca County,99999,NM,"$417,000","$533,850","$645,300","$801,950"
35,013,Dona Ana County,29740,NM,"$417,000","$533,850","$645,300","$801,950"
35,015,Eddy County,16100,NM,"$417,000","$533,850","$645,300","$801,950"
35,017,Grant County,43500,NM,"$417,000","$533,850","$645,300","$801,950"
35,019,Guadalupe County,99999,NM,"$417,000","$533,850","$645,300","$801,950"
35,021,Harding County,99999,NM,"$417,000","$533,850","$645,300","$801,950"
35,023,Hidalgo County,99999,NM,"$417,000","$533,850","$645,300","$801,950"
35,025,Lea County,26020,NM,"$417,000","$533,850","$645,300","$801,950"
35,027,Lincoln County,40760,NM,"$417,000","$533,850","$645,300","$801,950"
35,028,Los Alamos County,31060,NM,"$417,000","$533,850","$645,300","$801,950"
35,029,Luna County,19700,NM,"$417,000","$533,850","$645,300","$801,950"
35,031,McKinley County,23700,NM,"$417,000","$533,850","$645,300","$801,950"
35,033,Mora County,99999,NM,"$417,000","$533,850","$645,300","$801,950"
35,035,Otero County,10460,NM,"$417,000","$533,850","$645,300","$801,950"
35,037,Quay County,99999,NM,"$417,000","$533,850","$645,300","$801,950"
35,039,Rio Arriba County,21580,NM,"$417,000","$533,850","$645,300","$801,950"
35,041,Roosevelt County,38780,NM,"$417,000","$533,850","$645,300","$801,950"
35,043,Sandoval County,10740,NM,"$417,000","$533,850","$645,300","$801,950"
35,045,San Juan County,22140,NM,"$417,000","$533,850","$645,300","$801,950"
35,047,San Miguel County,29780,NM,"$417,000","$533,850","$645,300","$801,950"
35,049,Santa Fe County,42140,NM,"$427,500","$547,250","$661,500","$822,100"
35,051,Sierra County,99999,NM,"$417,000","$533,850","$645,300","$801,950"
35,053,Socorro County,99999,NM,"$417,000","$533,850","$645,300","$801,950"
35,055,Taos County,45340,NM,"$417,000","$533,850","$645,300","$801,950"
35,057,Torrance County,10740,NM,"$417,000","$533,850","$645,300","$801,950"
35,059,Union County,99999,NM,"$417,000","$533,850","$645,300","$801,950"
35,061,Valencia County,10740,NM,"$417,000","$533,850","$645,300","$801,950"
36,001,Albany County,10580,NY,"$417,000","$533,850","$645,300","$801,950"
36,003,Allegany County,99999,NY,"$417,000","$533,850","$645,300","$801,950"
36,005,Bronx County,35620,NY,"$729,750","$934,200","$1,129,250","$1,403,400"
36,007,Broome County,13780,NY,"$417,000","$533,850","$645,300","$801,950"
36,009,Cattaraugus County,36460,NY,"$417,000","$533,850","$645,300","$801,950"
36,011,Cayuga County,12180,NY,"$417,000","$533,850","$645,300","$801,950"
36,013,Chautauqua County,27460,NY,"$417,000","$533,850","$645,300","$801,950"
36,015,Chemung County,21300,NY,"$417,000","$533,850","$645,300","$801,950"
36,017,Chenango County,99999,NY,"$417,000","$533,850","$645,300","$801,950"
36,019,Clinton County,38460,NY,"$417,000","$533,850","$645,300","$801,950"
36,021,Columbia County,26460,NY,"$417,000","$533,850","$645,300","$801,950"
36,023,Cortland County,18660,NY,"$417,000","$533,850","$645,300","$801,950"
36,025,Delaware County,99999,NY,"$417,000","$533,850","$645,300","$801,950"
36,027,Dutchess County,39100,NY,"$443,750","$568,050","$686,650","$853,350"
36,029,Erie County,15380,NY,"$417,000","$533,850","$645,300","$801,950"
36,031,Essex County,99999,NY,"$417,000","$533,850","$645,300","$801,950"
36,033,Franklin County,31660,NY,"$417,000","$533,850","$645,300","$801,950"
36,035,Fulton County,24100,NY,"$417,000","$533,850","$645,300","$801,950"
36,037,Genesee County,12860,NY,"$417,000","$533,850","$645,300","$801,950"
36,039,Greene County,99999,NY,"$417,000","$533,850","$645,300","$801,950"
36,041,Hamilton County,99999,NY,"$417,000","$533,850","$645,300","$801,950"
36,043,Herkimer County,46540,NY,"$417,000","$533,850","$645,300","$801,950"
36,045,Jefferson County,48060,NY,"$417,000","$533,850","$645,300","$801,950"
36,047,Kings County,35620,NY,"$729,750","$934,200","$1,129,250","$1,403,400"
36,049,Lewis County,99999,NY,"$417,000","$533,850","$645,300","$801,950"
36,051,Livingston County,40380,NY,"$417,000","$533,850","$645,300","$801,950"
36,053,Madison County,45060,NY,"$417,000","$533,850","$645,300","$801,950"
36,055,Monroe County,40380,NY,"$417,000","$533,850","$645,300","$801,950"
36,057,Montgomery County,11220,NY,"$417,000","$533,850","$645,300","$801,950"
36,059,Nassau County,35620,NY,"$729,750","$934,200","$1,129,250","$1,403,400"
36,061,New York County,35620,NY,"$729,750","$934,200","$1,129,250","$1,403,400"
36,063,Niagara County,15380,NY,"$417,000","$533,850","$645,300","$801,950"
36,065,Oneida County,46540,NY,"$417,000","$533,850","$645,300","$801,950"
36,067,Onondaga County,45060,NY,"$417,000","$533,850","$645,300","$801,950"
36,069,Ontario County,40380,NY,"$417,000","$533,850","$645,300","$801,950"
36,071,Orange County,39100,NY,"$443,750","$568,050","$686,650","$853,350"
36,073,Orleans County,40380,NY,"$417,000","$533,850","$645,300","$801,950"
36,075,Oswego County,45060,NY,"$417,000","$533,850","$645,300","$801,950"
36,077,Otsego County,36580,NY,"$417,000","$533,850","$645,300","$801,950"
36,079,Putnam County,35620,NY,"$729,750","$934,200","$1,129,250","$1,403,400"
36,081,Queens County,35620,NY,"$729,750","$934,200","$1,129,250","$1,403,400"
36,083,Rensselaer County,10580,NY,"$417,000","$533,850","$645,300","$801,950"
36,085,Richmond County,35620,NY,"$729,750","$934,200","$1,129,250","$1,403,400"
36,087,Rockland County,35620,NY,"$729,750","$934,200","$1,129,250","$1,403,400"
36,089,St. Lawrence County,36300,NY,"$417,000","$533,850","$645,300","$801,950"
36,091,Saratoga County,10580,NY,"$417,000","$533,850","$645,300","$801,950"
36,093,Schenectady County,10580,NY,"$417,000","$533,850","$645,300","$801,950"
36,095,Schoharie County,10580,NY,"$417,000","$533,850","$645,300","$801,950"
36,097,Schuyler County,99999,NY,"$417,000","$533,850","$645,300","$801,950"
36,099,Seneca County,42900,NY,"$417,000","$533,850","$645,300","$801,950"
36,101,Steuben County,18500,NY,"$417,000","$533,850","$645,300","$801,950"
36,103,Suffolk County,35620,NY,"$729,750","$934,200","$1,129,250","$1,403,400"
36,105,Sullivan County,99999,NY,"$417,000","$533,850","$645,300","$801,950"
36,107,Tioga County,13780,NY,"$417,000","$533,850","$645,300","$801,950"
36,109,Tompkins County,27060,NY,"$417,000","$533,850","$645,300","$801,950"
36,111,Ulster County,28740,NY,"$417,000","$533,850","$645,300","$801,950"
36,113,Warren County,24020,NY,"$417,000","$533,850","$645,300","$801,950"
36,115,Washington County,24020,NY,"$417,000","$533,850","$645,300","$801,950"
36,117,Wayne County,40380,NY,"$417,000","$533,850","$645,300","$801,950"
36,119,Westchester County,35620,NY,"$729,750","$934,200","$1,129,250","$1,403,400"
36,121,Wyoming County,99999,NY,"$417,000","$533,850","$645,300","$801,950"
36,123,Yates County,99999,NY,"$417,000","$533,850","$645,300","$801,950"
37,001,Alamance County,15500,NC,"$417,000","$533,850","$645,300","$801,950"
37,003,Alexander County,25860,NC,"$417,000","$533,850","$645,300","$801,950"
37,005,Alleghany County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
37,007,Anson County,16740,NC,"$417,000","$533,850","$645,300","$801,950"
37,009,Ashe County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
37,011,Avery County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
37,013,Beaufort County,47820,NC,"$417,000","$533,850","$645,300","$801,950"
37,015,Bertie County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
37,017,Bladen County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
37,019,Brunswick County,48900,NC,"$417,000","$533,850","$645,300","$801,950"
37,021,Buncombe County,11700,NC,"$417,000","$533,850","$645,300","$801,950"
37,023,Burke County,25860,NC,"$417,000","$533,850","$645,300","$801,950"
37,025,Cabarrus County,16740,NC,"$417,000","$533,850","$645,300","$801,950"
37,027,Caldwell County,25860,NC,"$417,000","$533,850","$645,300","$801,950"
37,029,Camden County,21020,NC,"$729,750","$934,200","$1,129,250","$1,403,400"
37,031,Carteret County,33980,NC,"$417,000","$533,850","$645,300","$801,950"
37,033,Caswell County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
37,035,Catawba County,25860,NC,"$417,000","$533,850","$645,300","$801,950"
37,037,Chatham County,20500,NC,"$417,000","$533,850","$645,300","$801,950"
37,039,Cherokee County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
37,041,Chowan County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
37,043,Clay County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
37,045,Cleveland County,43140,NC,"$417,000","$533,850","$645,300","$801,950"
37,047,Columbus County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
37,049,Craven County,35100,NC,"$417,000","$533,850","$645,300","$801,950"
37,051,Cumberland County,22180,NC,"$417,000","$533,850","$645,300","$801,950"
37,053,Currituck County,47260,NC,"$458,850","$587,400","$710,050","$882,400"
37,055,Dare County,28620,NC,"$460,000","$588,850","$711,800","$884,600"
37,057,Davidson County,45640,NC,"$417,000","$533,850","$645,300","$801,950"
37,059,Davie County,49180,NC,"$417,000","$533,850","$645,300","$801,950"
37,061,Duplin County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
37,063,Durham County,20500,NC,"$417,000","$533,850","$645,300","$801,950"
37,065,Edgecombe County,40580,NC,"$417,000","$533,850","$645,300","$801,950"
37,067,Forsyth County,49180,NC,"$417,000","$533,850","$645,300","$801,950"
37,069,Franklin County,39580,NC,"$417,000","$533,850","$645,300","$801,950"
37,071,Gaston County,16740,NC,"$417,000","$533,850","$645,300","$801,950"
37,073,Gates County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
37,075,Graham County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
37,077,Granville County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
37,079,Greene County,24780,NC,"$417,000","$533,850","$645,300","$801,950"
37,081,Guilford County,24660,NC,"$417,000","$533,850","$645,300","$801,950"
37,083,Halifax County,40260,NC,"$417,000","$533,850","$645,300","$801,950"
37,085,Harnett County,20380,NC,"$417,000","$533,850","$645,300","$801,950"
37,087,Haywood County,11700,NC,"$417,000","$533,850","$645,300","$801,950"
37,089,Henderson County,11700,NC,"$417,000","$533,850","$645,300","$801,950"
37,091,Hertford County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
37,093,Hoke County,22180,NC,"$417,000","$533,850","$645,300","$801,950"
37,095,Hyde County,99999,NC,"$483,000","$618,300","$747,400","$928,850"
37,097,Iredell County,44380,NC,"$417,000","$533,850","$645,300","$801,950"
37,099,Jackson County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
37,101,Johnston County,39580,NC,"$417,000","$533,850","$645,300","$801,950"
37,103,Jones County,35100,NC,"$417,000","$533,850","$645,300","$801,950"
37,105,Lee County,41820,NC,"$417,000","$533,850","$645,300","$801,950"
37,107,Lenoir County,28820,NC,"$417,000","$533,850","$645,300","$801,950"
37,109,Lincoln County,30740,NC,"$417,000","$533,850","$645,300","$801,950"
37,111,McDowell County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
37,113,Macon County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
37,115,Madison County,11700,NC,"$417,000","$533,850","$645,300","$801,950"
37,117,Martin County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
37,119,Mecklenburg County,16740,NC,"$417,000","$533,850","$645,300","$801,950"
37,121,Mitchell County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
37,123,Montgomery County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
37,125,Moore County,43860,NC,"$417,000","$533,850","$645,300","$801,950"
37,127,Nash County,40580,NC,"$417,000","$533,850","$645,300","$801,950"
37,129,New Hanover County,48900,NC,"$417,000","$533,850","$645,300","$801,950"
37,131,Northampton County,40260,NC,"$417,000","$533,850","$645,300","$801,950"
37,133,Onslow County,27340,NC,"$417,000","$533,850","$645,300","$801,950"
37,135,Orange County,20500,NC,"$417,000","$533,850","$645,300","$801,950"
37,137,Pamlico County,35100,NC,"$417,000","$533,850","$645,300","$801,950"
37,139,Pasquotank County,21020,NC,"$729,750","$934,200","$1,129,250","$1,403,400"
37,141,Pender County,48900,NC,"$417,000","$533,850","$645,300","$801,950"
37,143,Perquimans County,21020,NC,"$729,750","$934,200","$1,129,250","$1,403,400"
37,145,Person County,20500,NC,"$417,000","$533,850","$645,300","$801,950"
37,147,Pitt County,24780,NC,"$417,000","$533,850","$645,300","$801,950"
37,149,Polk County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
37,151,Randolph County,24660,NC,"$417,000","$533,850","$645,300","$801,950"
37,153,Richmond County,40460,NC,"$417,000","$533,850","$645,300","$801,950"
37,155,Robeson County,31300,NC,"$417,000","$533,850","$645,300","$801,950"
37,157,Rockingham County,24660,NC,"$417,000","$533,850","$645,300","$801,950"
37,159,Rowan County,41580,NC,"$417,000","$533,850","$645,300","$801,950"
37,161,Rutherford County,22580,NC,"$417,000","$533,850","$645,300","$801,950"
37,163,Sampson County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
37,165,Scotland County,29900,NC,"$417,000","$533,850","$645,300","$801,950"
37,167,Stanly County,10620,NC,"$417,000","$533,850","$645,300","$801,950"
37,169,Stokes County,49180,NC,"$417,000","$533,850","$645,300","$801,950"
37,171,Surry County,34340,NC,"$417,000","$533,850","$645,300","$801,950"
37,173,Swain County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
37,175,Transylvania County,14820,NC,"$417,000","$533,850","$645,300","$801,950"
37,177,Tyrrell County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
37,179,Union County,16740,NC,"$417,000","$533,850","$645,300","$801,950"
37,181,Vance County,25780,NC,"$417,000","$533,850","$645,300","$801,950"
37,183,Wake County,39580,NC,"$417,000","$533,850","$645,300","$801,950"
37,185,Warren County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
37,187,Washington County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
37,189,Watauga County,14380,NC,"$417,000","$533,850","$645,300","$801,950"
37,191,Wayne County,24140,NC,"$417,000","$533,850","$645,300","$801,950"
37,193,Wilkes County,35900,NC,"$417,000","$533,850","$645,300","$801,950"
37,195,Wilson County,48980,NC,"$417,000","$533,850","$645,300","$801,950"
37,197,Yadkin County,49180,NC,"$417,000","$533,850","$645,300","$801,950"
37,199,Yancey County,99999,NC,"$417,000","$533,850","$645,300","$801,950"
38,001,Adams County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,003,Barnes County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,005,Benson County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,007,Billings County,19860,ND,"$417,000","$533,850","$645,300","$801,950"
38,009,Bottineau County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,011,Bowman County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,013,Burke County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,015,Burleigh County,13900,ND,"$417,000","$533,850","$645,300","$801,950"
38,017,Cass County,22020,ND,"$417,000","$533,850","$645,300","$801,950"
38,019,Cavalier County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,021,Dickey County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,023,Divide County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,025,Dunn County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,027,Eddy County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,029,Emmons County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,031,Foster County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,033,Golden Valley County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,035,Grand Forks County,24220,ND,"$417,000","$533,850","$645,300","$801,950"
38,037,Grant County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,039,Griggs County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,041,Hettinger County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,043,Kidder County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,045,LaMoure County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,047,Logan County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,049,McHenry County,33500,ND,"$417,000","$533,850","$645,300","$801,950"
38,051,McIntosh County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,053,McKenzie County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,055,McLean County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,057,Mercer County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,059,Morton County,13900,ND,"$417,000","$533,850","$645,300","$801,950"
38,061,Mountrail County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,063,Nelson County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,065,Oliver County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,067,Pembina County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,069,Pierce County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,071,Ramsey County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,073,Ransom County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,075,Renville County,33500,ND,"$417,000","$533,850","$645,300","$801,950"
38,077,Richland County,47420,ND,"$417,000","$533,850","$645,300","$801,950"
38,079,Rolette County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,081,Sargent County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,083,Sheridan County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,085,Sioux County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,087,Slope County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,089,Stark County,19860,ND,"$417,000","$533,850","$645,300","$801,950"
38,091,Steele County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,093,Stutsman County,27420,ND,"$417,000","$533,850","$645,300","$801,950"
38,095,Towner County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,097,Traill County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,099,Walsh County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,101,Ward County,33500,ND,"$417,000","$533,850","$645,300","$801,950"
38,103,Wells County,99999,ND,"$417,000","$533,850","$645,300","$801,950"
38,105,Williams County,48780,ND,"$417,000","$533,850","$645,300","$801,950"
39,001,Adams County,99999,OH,"$417,000","$533,850","$645,300","$801,950"
39,003,Allen County,30620,OH,"$417,000","$533,850","$645,300","$801,950"
39,005,Ashland County,11740,OH,"$417,000","$533,850","$645,300","$801,950"
39,007,Ashtabula County,11780,OH,"$417,000","$533,850","$645,300","$801,950"
39,009,Athens County,11900,OH,"$432,500","$553,650","$669,250","$831,750"
39,011,Auglaize County,47540,OH,"$417,000","$533,850","$645,300","$801,950"
39,013,Belmont County,48540,OH,"$417,000","$533,850","$645,300","$801,950"
39,015,Brown County,17140,OH,"$417,000","$533,850","$645,300","$801,950"
39,017,Butler County,17140,OH,"$417,000","$533,850","$645,300","$801,950"
39,019,Carroll County,15940,OH,"$417,000","$533,850","$645,300","$801,950"
39,021,Champaign County,46500,OH,"$417,000","$533,850","$645,300","$801,950"
39,023,Clark County,44220,OH,"$417,000","$533,850","$645,300","$801,950"
39,025,Clermont County,17140,OH,"$417,000","$533,850","$645,300","$801,950"
39,027,Clinton County,48940,OH,"$417,000","$533,850","$645,300","$801,950"
39,029,Columbiana County,20620,OH,"$417,000","$533,850","$645,300","$801,950"
39,031,Coshocton County,18740,OH,"$417,000","$533,850","$645,300","$801,950"
39,033,Crawford County,15340,OH,"$417,000","$533,850","$645,300","$801,950"
39,035,Cuyahoga County,17460,OH,"$417,000","$533,850","$645,300","$801,950"
39,037,Darke County,24820,OH,"$417,000","$533,850","$645,300","$801,950"
39,039,Defiance County,19580,OH,"$417,000","$533,850","$645,300","$801,950"
39,041,Delaware County,18140,OH,"$417,000","$533,850","$645,300","$801,950"
39,043,Erie County,41780,OH,"$417,000","$533,850","$645,300","$801,950"
39,045,Fairfield County,18140,OH,"$417,000","$533,850","$645,300","$801,950"
39,047,Fayette County,47920,OH,"$417,000","$533,850","$645,300","$801,950"
39,049,Franklin County,18140,OH,"$417,000","$533,850","$645,300","$801,950"
39,051,Fulton County,45780,OH,"$417,000","$533,850","$645,300","$801,950"
39,053,Gallia County,38580,OH,"$417,000","$533,850","$645,300","$801,950"
39,055,Geauga County,17460,OH,"$417,000","$533,850","$645,300","$801,950"
39,057,Greene County,19380,OH,"$417,000","$533,850","$645,300","$801,950"
39,059,Guernsey County,15740,OH,"$417,000","$533,850","$645,300","$801,950"
39,061,Hamilton County,17140,OH,"$417,000","$533,850","$645,300","$801,950"
39,063,Hancock County,22300,OH,"$417,000","$533,850","$645,300","$801,950"
39,065,Hardin County,99999,OH,"$417,000","$533,850","$645,300","$801,950"
39,067,Harrison County,99999,OH,"$417,000","$533,850","$645,300","$801,950"
39,069,Henry County,99999,OH,"$417,000","$533,850","$645,300","$801,950"
39,071,Highland County,99999,OH,"$417,000","$533,850","$645,300","$801,950"
39,073,Hocking County,99999,OH,"$417,000","$533,850","$645,300","$801,950"
39,075,Holmes County,99999,OH,"$417,000","$533,850","$645,300","$801,950"
39,077,Huron County,35940,OH,"$417,000","$533,850","$645,300","$801,950"
39,079,Jackson County,99999,OH,"$417,000","$533,850","$645,300","$801,950"
39,081,Jefferson County,48260,OH,"$417,000","$533,850","$645,300","$801,950"
39,083,Knox County,34540,OH,"$417,000","$533,850","$645,300","$801,950"
39,085,Lake County,17460,OH,"$417,000","$533,850","$645,300","$801,950"
39,087,Lawrence County,26580,OH,"$417,000","$533,850","$645,300","$801,950"
39,089,Licking County,18140,OH,"$417,000","$533,850","$645,300","$801,950"
39,091,Logan County,13340,OH,"$417,000","$533,850","$645,300","$801,950"
39,093,Lorain County,17460,OH,"$417,000","$533,850","$645,300","$801,950"
39,095,Lucas County,45780,OH,"$417,000","$533,850","$645,300","$801,950"
39,097,Madison County,18140,OH,"$417,000","$533,850","$645,300","$801,950"
39,099,Mahoning County,49660,OH,"$417,000","$533,850","$645,300","$801,950"
39,101,Marion County,32020,OH,"$417,000","$533,850","$645,300","$801,950"
39,103,Medina County,17460,OH,"$417,000","$533,850","$645,300","$801,950"
39,105,Meigs County,99999,OH,"$417,000","$533,850","$645,300","$801,950"
39,107,Mercer County,16380,OH,"$417,000","$533,850","$645,300","$801,950"
39,109,Miami County,19380,OH,"$417,000","$533,850","$645,300","$801,950"
39,111,Monroe County,99999,OH,"$417,000","$533,850","$645,300","$801,950"
39,113,Montgomery County,19380,OH,"$417,000","$533,850","$645,300","$801,950"
39,115,Morgan County,99999,OH,"$417,000","$533,850","$645,300","$801,950"
39,117,Morrow County,18140,OH,"$417,000","$533,850","$645,300","$801,950"
39,119,Muskingum County,49780,OH,"$417,000","$533,850","$645,300","$801,950"
39,121,Noble County,99999,OH,"$417,000","$533,850","$645,300","$801,950"
39,123,Ottawa County,45780,OH,"$417,000","$533,850","$645,300","$801,950"
