State Indexes for Houses not in Metropolitan Statistical Areas,,,,
,,,,
State,Year,Quarter,Index,Standard Error
MI,1998,2,124.33,(0.47)
MI,1998,3,126.51,(0.48)
MI,1998,4,127.02,(0.47)
MI,1999,1,129.65,(0.50)
MI,1999,2,133.13,(0.53)
MI,1999,3,136.39,(0.55)
MI,1999,4,138.37,(0.58)
MI,2000,1,141.75,(0.60)
MI,2000,2,143.28,(0.57)
MI,2000,3,146.29,(0.57)
MI,2000,4,148.51,(0.57)
MI,2001,1,150.28,(0.55)
MI,2001,2,152.56,(0.56)
MI,2001,3,154.39,(0.57)
MI,2001,4,155.48,(0.56)
MI,2002,1,157.97,(0.58)
MI,2002,2,159.67,(0.59)
MI,2002,3,160.68,(0.58)
MI,2002,4,161.79,(0.58)
MI,2003,1,163.08,(0.59)
MI,2003,2,164.48,(0.59)
MI,2003,3,166.86,(0.61)
MI,2003,4,170.99,(0.66)
MI,2004,1,171.32,(0.65)
MI,2004,2,173.83,(0.66)
MI,2004,3,177.62,(0.71)
MI,2004,4,180.61,(0.72)
MI,2005,1,182.38,(0.74)
MI,2005,2,183.96,(0.75)
MI,2005,3,186.43,(0.75)
MI,2005,4,186.97,(0.78)
MI,2006,1,188.07,(0.81)
MI,2006,2,186.36,(0.77)
MI,2006,3,185.68,(0.76)
MI,2006,4,187.77,(0.77)
MI,2007,1,187.38,(0.77)
MI,2007,2,185.76,(0.76)
MI,2007,3,183.42,(0.74)
MI,2007,4,183.99,(0.75)
MI,2008,1,184.40,(0.72)
MI,2008,2,180.67,(0.73)
MI,2008,3,176.17,(0.73)
MI,2008,4,175.67,(0.72)
MI,2009,1,178.22,(0.68)
MI,2009,2,172.90,(0.66)
MI,2009,3,168.58,(0.69)
MI,2009,4,166.48,(0.69)
MI,2010,1,162.92,(0.70)
MI,2010,2,160.33,(0.68)
MI,2010,3,163.45,(0.65)
MI,2010,4,163.21,(0.64)
MI,2011,1,157.57,(0.69)
MI,2011,2,153.99,(0.70)
MI,2011,3,157.11,(0.66)
MI,2011,4,157.63,(0.64)
MI,2012,1,155.24,(0.64)
MI,2012,2,154.40,(0.65)
MI,2012,3,155.63,(0.64)
MI,2012,4,157.07,(0.64)
MI,2013,1,155.78,(0.66)
MI,2013,2,156.88,(0.69)
MI,2013,3,158.47,(0.72)
MI,2013,4,157.12,(0.77)
MI,2014,1,157.44,(0.84)
MI,2014,2,161.67,(0.82)
MI,2014,3,163.32,(0.80)
MI,2014,4,164.00,(0.83)
MI,2015,1,164.25,(0.82)
MI,2015,2,167.86,(0.83)
MI,2015,3,170.06,(0.86)
MI,2015,4,171.85,(0.90)
MI,2016,1,172.74,(0.94)
MI,2016,2,174.75,(0.89)
MI,2016,3,178.29,(0.87)
MI,2016,4,180.03,(0.89)
MI,2017,1,181.28,(1.02)
MI,2017,2,186.09,(1.01)
MI,2017,3,189.18,(1.00)
MI,2017,4,190.88,(1.03)
MI,2018,1,191.84,(1.17)
MI,2018,2,196.42,(1.12)
MI,2018,3,201.33,(1.13)
MI,2018,4,200.09,(1.20)
MI,2019,1,206.41,(1.39)
MN,1995,1,100.00,(0.00)
MN,1995,2,101.85,(0.81)
MN,1995,3,103.93,(0.74)
MN,1995,4,106.30,(0.76)
MN,1996,1,107.82,(0.74)
MN,1996,2,108.60,(0.79)
MN,1996,3,109.15,(0.80)
MN,1996,4,110.42,(0.82)
MN,1997,1,113.40,(0.89)
MN,1997,2,114.11,(0.82)
MN,1997,3,115.71,(0.82)
MN,1997,4,118.27,(0.84)
MN,1998,1,120.11,(0.79)
MN,1998,2,120.92,(0.81)
MN,1998,3,123.84,(0.84)
MN,1998,4,124.74,(0.81)
MN,1999,1,126.44,(0.86)
MN,1999,2,127.44,(0.87)
MN,1999,3,128.95,(0.90)
MN,1999,4,130.30,(0.93)
MN,2000,1,132.78,(0.97)
MN,2000,2,135.21,(0.91)
MN,2000,3,137.51,(0.92)
MN,2000,4,139.97,(0.94)
MN,2001,1,143.87,(0.93)
MN,2001,2,146.59,(0.94)
MN,2001,3,149.36,(0.96)
MN,2001,4,151.76,(0.96)
MN,2002,1,154.26,(0.99)
MN,2002,2,156.63,(1.01)
MN,2002,3,159.52,(1.02)
MN,2002,4,162.65,(1.03)
MN,2003,1,164.30,(1.04)
MN,2003,2,165.25,(1.04)
MN,2003,3,169.87,(1.08)
MN,2003,4,174.87,(1.15)
MN,2004,1,177.44,(1.16)
MN,2004,2,180.47,(1.17)
MN,2004,3,186.04,(1.23)
MN,2004,4,189.07,(1.25)
MN,2005,1,191.99,(1.29)
MN,2005,2,196.93,(1.30)
MN,2005,3,201.21,(1.32)
MN,2005,4,204.98,(1.38)
MN,2006,1,205.62,(1.41)
MN,2006,2,206.09,(1.38)
MN,2006,3,206.57,(1.38)
MN,2006,4,210.72,(1.41)
MN,2007,1,213.59,(1.44)
MN,2007,2,212.20,(1.41)
MN,2007,3,208.51,(1.38)
MN,2007,4,209.51,(1.40)
MN,2008,1,211.32,(1.38)
MN,2008,2,208.30,(1.38)
MN,2008,3,204.28,(1.38)
MN,2008,4,204.13,(1.38)
MN,2009,1,208.08,(1.34)
MN,2009,2,204.88,(1.33)
MN,2009,3,197.85,(1.32)
MN,2009,4,195.40,(1.30)
MN,2010,1,193.46,(1.31)
MN,2010,2,190.91,(1.29)
MN,2010,3,195.11,(1.28)
MN,2010,4,194.45,(1.27)
MN,2011,1,188.93,(1.29)
MN,2011,2,184.92,(1.28)
MN,2011,3,186.87,(1.26)
MN,2011,4,190.24,(1.26)
MN,2012,1,186.84,(1.25)
MN,2012,2,185.92,(1.25)
MN,2012,3,187.68,(1.25)
MN,2012,4,188.61,(1.26)
MN,2013,1,189.58,(1.28)
MN,2013,2,190.77,(1.29)
MN,2013,3,189.97,(1.32)
MN,2013,4,189.63,(1.37)
MN,2014,1,190.78,(1.48)
MN,2014,2,192.77,(1.42)
MN,2014,3,193.13,(1.40)
MN,2014,4,195.58,(1.43)
MN,2015,1,196.05,(1.43)
MN,2015,2,200.24,(1.43)
MN,2015,3,201.70,(1.46)
MN,2015,4,203.05,(1.51)
MN,2016,1,203.99,(1.58)
MN,2016,2,207.18,(1.52)
MN,2016,3,209.51,(1.50)
MN,2016,4,211.76,(1.54)
MN,2017,1,210.03,(1.67)
MN,2017,2,217.71,(1.64)
MN,2017,3,221.23,(1.67)
MN,2017,4,222.92,(1.70)
MN,2018,1,223.22,(1.85)
MN,2018,2,227.10,(1.77)
MN,2018,3,234.61,(1.80)
MN,2018,4,232.29,(1.94)
MN,2019,1,234.96,(2.16)
MO,1995,1,100.00,(0.00)
MO,1995,2,101.88,(1.29)
MO,1995,3,105.17,(1.19)
MO,1995,4,105.49,(1.24)
MO,1996,1,108.10,(1.26)
MO,1996,2,107.54,(1.29)
MO,1996,3,107.10,(1.29)
MO,1996,4,109.81,(1.34)
MO,1997,1,110.12,(1.34)
MO,1997,2,111.14,(1.29)
MO,1997,3,113.28,(1.31)
MO,1997,4,113.84,(1.29)
MO,1998,1,115.56,(1.26)
MO,1998,2,116.05,(1.28)
MO,1998,3,118.35,(1.31)
MO,1998,4,119.12,(1.29)
MO,1999,1,121.18,(1.33)
MO,1999,2,120.01,(1.34)
MO,1999,3,120.26,(1.36)
MO,1999,4,121.24,(1.40)
MO,2000,1,122.23,(1.39)
MO,2000,2,122.52,(1.36)
MO,2000,3,124.48,(1.37)
MO,2000,4,126.18,(1.38)
MO,2001,1,128.55,(1.38)
MO,2001,2,130.48,(1.39)
MO,2001,3,131.33,(1.41)
MO,2001,4,133.50,(1.42)
MO,2002,1,134.95,(1.44)
MO,2002,2,135.66,(1.45)
MO,2002,3,137.03,(1.45)
MO,2002,4,138.89,(1.47)
MO,2003,1,140.13,(1.49)
MO,2003,2,140.74,(1.49)
MO,2003,3,142.46,(1.51)
MO,2003,4,144.32,(1.56)
MO,2004,1,146.00,(1.57)
MO,2004,2,147.61,(1.59)
MO,2004,3,150.31,(1.64)
MO,2004,4,153.49,(1.67)
MO,2005,1,155.74,(1.70)
MO,2005,2,157.67,(1.72)
MO,2005,3,161.87,(1.76)
MO,2005,4,162.91,(1.78)
MO,2006,1,167.41,(1.84)
MO,2006,2,169.52,(1.84)
MO,2006,3,170.21,(1.85)
MO,2006,4,173.25,(1.89)
MO,2007,1,176.59,(1.92)
MO,2007,2,176.76,(1.91)
MO,2007,3,176.36,(1.91)
MO,2007,4,177.89,(1.93)
MO,2008,1,178.80,(1.92)
MO,2008,2,177.97,(1.93)
MO,2008,3,176.12,(1.92)
MO,2008,4,177.08,(1.93)
MO,2009,1,177.93,(1.91)
MO,2009,2,175.93,(1.89)
MO,2009,3,172.57,(1.89)
MO,2009,4,171.47,(1.88)
MO,2010,1,170.28,(1.88)
MO,2010,2,169.24,(1.87)
MO,2010,3,171.61,(1.86)
MO,2010,4,171.19,(1.85)
MO,2011,1,168.35,(1.87)
MO,2011,2,164.31,(1.84)
MO,2011,3,168.01,(1.85)
MO,2011,4,169.45,(1.85)
MO,2012,1,168.50,(1.85)
MO,2012,2,167.05,(1.84)
MO,2012,3,168.61,(1.85)
MO,2012,4,170.18,(1.87)
MO,2013,1,169.61,(1.88)
MO,2013,2,169.54,(1.89)
MO,2013,3,167.92,(1.90)
MO,2013,4,166.65,(1.94)
MO,2014,1,166.87,(1.98)
MO,2014,2,169.15,(1.98)
MO,2014,3,169.36,(1.98)
MO,2014,4,170.41,(2.00)
MO,2015,1,174.23,(2.03)
MO,2015,2,173.49,(2.03)
MO,2015,3,173.81,(2.05)
MO,2015,4,176.20,(2.11)
MO,2016,1,178.55,(2.15)
MO,2016,2,178.97,(2.12)
MO,2016,3,181.86,(2.12)
MO,2016,4,183.47,(2.16)
MO,2017,1,182.16,(2.28)
MO,2017,2,185.55,(2.28)
MO,2017,3,185.98,(2.28)
MO,2017,4,190.16,(2.36)
MO,2018,1,192.41,(2.47)
MO,2018,2,194.16,(2.46)
MO,2018,3,195.35,(2.47)
MO,2018,4,201.14,(2.67)
MO,2019,1,198.99,(2.71)
MS,1995,1,100.00,(0.00)
MS,1995,2,101.64,(0.94)
MS,1995,3,103.17,(0.88)
MS,1995,4,103.80,(0.89)
MS,1996,1,104.73,(0.84)
MS,1996,2,105.34,(0.89)
MS,1996,3,107.81,(0.92)
MS,1996,4,109.16,(0.96)
MS,1997,1,109.79,(0.98)
MS,1997,2,109.65,(0.92)
MS,1997,3,111.49,(0.94)
MS,1997,4,113.78,(0.98)
MS,1998,1,114.82,(0.90)
MS,1998,2,117.21,(0.93)
MS,1998,3,117.43,(0.94)
MS,1998,4,119.74,(0.92)
MS,1999,1,120.16,(0.96)
MS,1999,2,122.13,(0.99)
MS,1999,3,122.42,(1.00)
MS,1999,4,122.93,(1.04)
MS,2000,1,123.52,(1.02)
MS,2000,2,124.47,(1.00)
MS,2000,3,126.27,(1.00)
MS,2000,4,127.25,(1.02)
MS,2001,1,131.05,(1.01)
MS,2001,2,131.66,(1.00)
MS,2001,3,133.43,(1.02)
MS,2001,4,134.52,(1.00)
MS,2002,1,134.98,(1.03)
MS,2002,2,134.05,(1.03)
MS,2002,3,136.91,(1.04)
MS,2002,4,138.20,(1.03)
MS,2003,1,138.77,(1.04)
MS,2003,2,140.01,(1.04)
MS,2003,3,140.73,(1.05)
MS,2003,4,141.74,(1.11)
MS,2004,1,142.22,(1.11)
MS,2004,2,144.36,(1.12)
MS,2004,3,145.10,(1.15)
MS,2004,4,146.31,(1.16)
MS,2005,1,148.39,(1.19)
MS,2005,2,150.30,(1.19)
MS,2005,3,152.48,(1.21)
MS,2005,4,156.08,(1.26)
MS,2006,1,157.14,(1.26)
MS,2006,2,160.78,(1.26)
MS,2006,3,164.97,(1.29)
MS,2006,4,167.11,(1.33)
MS,2007,1,170.05,(1.35)
MS,2007,2,170.44,(1.32)
MS,2007,3,171.45,(1.33)
MS,2007,4,174.06,(1.37)
MS,2008,1,174.28,(1.35)
MS,2008,2,174.21,(1.37)
MS,2008,3,173.18,(1.37)
MS,2008,4,174.94,(1.42)
MS,2009,1,174.80,(1.35)
MS,2009,2,173.96,(1.35)
MS,2009,3,170.74,(1.38)
MS,2009,4,170.42,(1.39)
MS,2010,1,169.38,(1.41)
MS,2010,2,167.45,(1.38)
MS,2010,3,169.73,(1.34)
MS,2010,4,169.19,(1.34)
MS,2011,1,166.26,(1.37)
MS,2011,2,167.44,(1.41)
MS,2011,3,168.65,(1.37)
MS,2011,4,169.55,(1.37)
MS,2012,1,168.20,(1.37)
MS,2012,2,169.14,(1.37)
MS,2012,3,169.72,(1.36)
MS,2012,4,169.10,(1.36)
MS,2013,1,170.30,(1.40)
MS,2013,2,170.48,(1.41)
MS,2013,3,169.99,(1.44)
MS,2013,4,170.97,(1.53)
MS,2014,1,170.01,(1.56)
MS,2014,2,171.16,(1.53)
MS,2014,3,173.21,(1.51)
MS,2014,4,175.30,(1.60)
MS,2015,1,176.34,(1.57)
MS,2015,2,177.59,(1.60)
MS,2015,3,177.46,(1.61)
MS,2015,4,180.79,(1.67)
MS,2016,1,180.50,(1.75)
MS,2016,2,182.28,(1.69)
MS,2016,3,182.64,(1.65)
MS,2016,4,185.12,(1.72)
MS,2017,1,186.23,(1.82)
MS,2017,2,186.34,(1.83)
MS,2017,3,189.94,(1.84)
MS,2017,4,188.50,(1.88)
MS,2018,1,193.77,(2.04)
MS,2018,2,189.22,(1.96)
MS,2018,3,194.54,(2.02)
MS,2018,4,193.63,(2.23)
MS,2019,1,193.75,(2.28)
MT,1995,1,100.00,(0.00)
MT,1995,2,103.10,(1.04)
MT,1995,3,105.61,(0.96)
MT,1995,4,104.89,(0.96)
MT,1996,1,107.07,(0.94)
MT,1996,2,108.39,(0.97)
MT,1996,3,108.55,(0.99)
MT,1996,4,109.47,(1.01)
MT,1997,1,109.36,(1.07)
MT,1997,2,110.14,(1.01)
MT,1997,3,111.78,(1.00)
MT,1997,4,113.70,(1.01)
MT,1998,1,114.54,(0.95)
MT,1998,2,114.44,(0.96)
MT,1998,3,114.79,(0.97)
MT,1998,4,116.31,(0.94)
MT,1999,1,116.38,(0.99)
MT,1999,2,117.79,(1.01)
MT,1999,3,118.17,(1.04)
MT,1999,4,118.38,(1.08)
MT,2000,1,120.46,(1.10)
MT,2000,2,121.07,(1.04)
MT,2000,3,122.99,(1.05)
MT,2000,4,124.82,(1.06)
MT,2001,1,127.76,(1.05)
MT,2001,2,128.77,(1.03)
MT,2001,3,129.90,(1.05)
MT,2001,4,131.17,(1.04)
MT,2002,1,133.58,(1.07)
MT,2002,2,134.55,(1.09)
MT,2002,3,136.79,(1.09)
MT,2002,4,138.49,(1.09)
MT,2003,1,139.84,(1.11)
MT,2003,2,142.58,(1.13)
MT,2003,3,145.09,(1.15)
MT,2003,4,149.04,(1.23)
MT,2004,1,151.49,(1.25)
MT,2004,2,155.28,(1.27)
MT,2004,3,161.48,(1.35)
MT,2004,4,166.35,(1.40)
MT,2005,1,170.79,(1.46)
MT,2005,2,177.96,(1.49)
MT,2005,3,184.88,(1.52)
MT,2005,4,192.62,(1.62)
MT,2006,1,197.73,(1.70)
MT,2006,2,204.21,(1.69)
MT,2006,3,210.44,(1.75)
MT,2006,4,214.76,(1.79)
MT,2007,1,219.54,(1.84)
MT,2007,2,222.72,(1.83)
MT,2007,3,224.73,(1.85)
MT,2007,4,226.19,(1.87)
MT,2008,1,227.89,(1.85)
MT,2008,2,226.11,(1.85)
MT,2008,3,222.08,(1.84)
MT,2008,4,223.59,(1.86)
MT,2009,1,224.69,(1.80)
MT,2009,2,220.89,(1.77)
MT,2009,3,214.07,(1.79)
MT,2009,4,212.39,(1.77)
MT,2010,1,207.80,(1.78)
MT,2010,2,203.99,(1.75)
MT,2010,3,206.45,(1.72)
MT,2010,4,205.39,(1.70)
MT,2011,1,197.97,(1.73)
MT,2011,2,197.29,(1.73)
MT,2011,3,197.25,(1.70)
MT,2011,4,198.72,(1.67)
MT,2012,1,199.74,(1.69)
MT,2012,2,199.06,(1.71)
MT,2012,3,199.62,(1.69)
MT,2012,4,203.02,(1.72)
MT,2013,1,205.29,(1.76)
MT,2013,2,206.86,(1.79)
MT,2013,3,210.30,(1.87)
MT,2013,4,211.64,(2.00)
MT,2014,1,212.33,(2.08)
MT,2014,2,215.29,(2.02)
MT,2014,3,220.99,(2.06)
MT,2014,4,222.97,(2.08)
MT,2015,1,222.35,(2.07)
MT,2015,2,227.32,(2.11)
MT,2015,3,231.91,(2.20)
MT,2015,4,231.55,(2.26)
MT,2016,1,234.88,(2.35)
MT,2016,2,236.19,(2.21)
MT,2016,3,241.40,(2.24)
MT,2016,4,242.08,(2.26)
MT,2017,1,246.45,(2.59)
MT,2017,2,249.30,(2.57)
MT,2017,3,256.47,(2.55)
MT,2017,4,257.95,(2.64)
MT,2018,1,263.03,(2.90)
MT,2018,2,270.69,(2.83)
MT,2018,3,277.19,(2.91)
MT,2018,4,280.56,(3.14)
MT,2019,1,279.13,(3.35)
NC,1995,1,100.00,(0.00)
NC,1995,2,101.02,(0.82)
NC,1995,3,103.57,(0.78)
NC,1995,4,103.61,(0.80)
NC,1996,1,105.13,(0.77)
NC,1996,2,106.19,(0.79)
NC,1996,3,107.40,(0.84)
NC,1996,4,108.56,(0.84)
NC,1997,1,109.52,(0.86)
NC,1997,2,110.86,(0.83)
NC,1997,3,112.27,(0.82)
NC,1997,4,113.70,(0.83)
NC,1998,1,115.05,(0.79)
NC,1998,2,116.72,(0.80)
NC,1998,3,118.15,(0.82)
NC,1998,4,119.86,(0.81)
NC,1999,1,120.60,(0.83)
NC,1999,2,121.41,(0.85)
NC,1999,3,123.88,(0.89)
NC,1999,4,122.97,(0.90)
NC,2000,1,125.88,(0.91)
NC,2000,2,127.30,(0.88)
NC,2000,3,130.40,(0.90)
NC,2000,4,132.27,(0.92)
NC,2001,1,135.38,(0.91)
NC,2001,2,136.54,(0.90)
NC,2001,3,138.29,(0.91)
NC,2001,4,140.05,(0.91)
NC,2002,1,141.72,(0.93)
NC,2002,2,142.96,(0.95)
NC,2002,3,145.10,(0.95)
NC,2002,4,147.28,(0.96)
NC,2003,1,149.41,(0.97)
NC,2003,2,150.36,(0.97)
NC,2003,3,152.23,(0.99)
NC,2003,4,154.03,(1.05)
NC,2004,1,157.51,(1.07)
NC,2004,2,159.91,(1.08)
NC,2004,3,163.12,(1.14)
NC,2004,4,166.00,(1.16)
NC,2005,1,169.54,(1.19)
NC,2005,2,172.10,(1.19)
NC,2005,3,177.53,(1.21)
NC,2005,4,181.85,(1.26)
NC,2006,1,185.12,(1.30)
NC,2006,2,186.85,(1.29)
NC,2006,3,190.39,(1.30)
NC,2006,4,194.16,(1.34)
NC,2007,1,197.73,(1.36)
NC,2007,2,198.48,(1.35)
NC,2007,3,199.69,(1.36)
NC,2007,4,199.97,(1.36)
NC,2008,1,202.42,(1.36)
NC,2008,2,202.77,(1.38)
NC,2008,3,199.64,(1.39)
NC,2008,4,199.81,(1.39)
NC,2009,1,202.83,(1.35)
NC,2009,2,199.15,(1.33)
NC,2009,3,194.12,(1.35)
NC,2009,4,191.90,(1.34)
NC,2010,1,187.96,(1.34)
NC,2010,2,187.93,(1.35)
NC,2010,3,187.17,(1.30)
NC,2010,4,187.46,(1.29)
NC,2011,1,183.43,(1.32)
NC,2011,2,177.60,(1.31)
NC,2011,3,179.41,(1.30)
NC,2011,4,179.85,(1.27)
NC,2012,1,179.33,(1.28)
NC,2012,2,176.19,(1.28)
NC,2012,3,177.51,(1.27)
NC,2012,4,177.06,(1.26)
NC,2013,1,176.44,(1.26)
NC,2013,2,175.76,(1.27)
NC,2013,3,172.35,(1.29)
NC,2013,4,172.08,(1.38)
NC,2014,1,170.48,(1.42)
NC,2014,2,171.91,(1.39)
NC,2014,3,174.47,(1.40)
NC,2014,4,176.04,(1.41)
NC,2015,1,177.04,(1.43)
NC,2015,2,178.91,(1.42)
NC,2015,3,177.66,(1.48)
NC,2015,4,179.86,(1.52)
NC,2016,1,181.03,(1.58)
NC,2016,2,182.13,(1.50)
NC,2016,3,184.77,(1.49)
NC,2016,4,186.03,(1.51)
NC,2017,1,185.68,(1.63)
NC,2017,2,188.70,(1.65)
NC,2017,3,188.72,(1.65)
NC,2017,4,190.58,(1.68)
NC,2018,1,194.22,(1.80)
NC,2018,2,198.61,(1.83)
NC,2018,3,201.44,(1.89)
NC,2018,4,201.04,(2.05)
NC,2019,1,202.48,(2.11)
ND,1995,1,100.00,(0.00)
ND,1995,2,101.86,(1.89)
ND,1995,3,102.22,(1.86)
ND,1995,4,102.60,(2.02)
ND,1996,1,103.84,(1.88)
ND,1996,2,103.35,(2.10)
ND,1996,3,107.57,(2.12)
ND,1996,4,106.90,(2.02)
ND,1997,1,106.73,(2.35)
ND,1997,2,106.70,(2.12)
ND,1997,3,109.32,(2.07)
ND,1997,4,111.97,(2.13)
ND,1998,1,113.41,(1.94)
ND,1998,2,113.47,(1.98)
ND,1998,3,114.58,(2.01)
ND,1998,4,114.54,(1.93)
ND,1999,1,113.78,(2.03)
ND,1999,2,114.61,(2.14)
ND,1999,3,113.17,(2.13)
ND,1999,4,112.30,(2.18)
ND,2000,1,115.85,(2.26)
ND,2000,2,115.34,(2.16)
ND,2000,3,115.14,(2.04)
ND,2000,4,115.72,(2.05)
ND,2001,1,118.90,(2.04)
ND,2001,2,119.82,(2.02)
ND,2001,3,120.67,(2.03)
ND,2001,4,121.44,(2.00)
ND,2002,1,122.86,(2.06)
ND,2002,2,123.69,(2.10)
ND,2002,3,125.62,(2.08)
ND,2002,4,126.86,(2.07)
ND,2003,1,127.27,(2.09)
ND,2003,2,128.66,(2.10)
ND,2003,3,130.38,(2.13)
ND,2003,4,133.95,(2.32)
ND,2004,1,134.45,(2.32)
ND,2004,2,137.23,(2.32)
ND,2004,3,141.28,(2.46)
ND,2004,4,144.13,(2.53)
ND,2005,1,145.42,(2.60)
ND,2005,2,150.25,(2.62)
ND,2005,3,153.80,(2.65)
ND,2005,4,158.67,(2.81)
ND,2006,1,159.19,(2.94)
ND,2006,2,164.54,(2.91)
ND,2006,3,167.58,(2.90)
ND,2006,4,168.43,(2.99)
ND,2007,1,170.55,(3.07)
ND,2007,2,174.63,(3.01)
ND,2007,3,177.07,(3.07)
ND,2007,4,177.40,(3.06)
ND,2008,1,180.70,(3.11)
ND,2008,2,185.58,(3.17)
ND,2008,3,187.35,(3.21)
ND,2008,4,190.84,(3.35)
ND,2009,1,191.68,(3.20)
ND,2009,2,191.20,(3.20)
ND,2009,3,190.79,(3.30)
ND,2009,4,198.22,(3.50)
ND,2010,1,198.88,(3.48)
ND,2010,2,197.01,(3.43)
ND,2010,3,201.85,(3.48)
ND,2010,4,203.59,(3.45)
ND,2011,1,205.45,(3.57)
ND,2011,2,209.53,(3.70)
ND,2011,3,213.92,(3.74)
ND,2011,4,220.96,(3.80)
ND,2012,1,225.71,(3.90)
ND,2012,2,233.57,(4.04)
ND,2012,3,236.42,(4.10)
ND,2012,4,243.08,(4.19)
ND,2013,1,248.77,(4.31)
ND,2013,2,251.82,(4.34)
ND,2013,3,259.93,(4.48)
ND,2013,4,265.43,(4.72)
ND,2014,1,265.05,(4.79)
ND,2014,2,266.53,(4.78)
ND,2014,3,274.63,(4.84)
ND,2014,4,282.68,(5.05)
ND,2015,1,284.34,(5.07)
ND,2015,2,284.67,(5.04)
ND,2015,3,285.88,(5.15)
ND,2015,4,287.77,(5.23)
ND,2016,1,283.79,(5.36)
ND,2016,2,287.27,(5.18)
ND,2016,3,283.78,(5.09)
ND,2016,4,281.20,(5.07)
ND,2017,1,289.57,(5.38)
ND,2017,2,285.23,(5.37)
ND,2017,3,287.65,(5.32)
ND,2017,4,291.45,(5.54)
ND,2018,1,291.53,(5.59)
ND,2018,2,296.30,(5.63)
ND,2018,3,295.08,(5.96)
ND,2018,4,298.93,(6.00)
ND,2019,1,298.02,(6.31)
NE,1995,1,100.00,(0.00)
NE,1995,2,103.26,(0.99)
NE,1995,3,103.69,(0.90)
NE,1995,4,104.10,(0.91)
NE,1996,1,105.57,(0.87)
NE,1996,2,106.97,(0.94)
NE,1996,3,108.31,(0.99)
NE,1996,4,109.61,(1.00)
NE,1997,1,109.14,(1.08)
NE,1997,2,111.07,(1.00)
NE,1997,3,114.44,(1.02)
NE,1997,4,114.60,(1.00)
NE,1998,1,115.76,(0.94)
NE,1998,2,116.77,(0.96)
NE,1998,3,118.10,(0.99)
NE,1998,4,120.06,(0.96)
NE,1999,1,120.67,(1.01)
NE,1999,2,121.97,(1.03)
NE,1999,3,122.18,(1.07)
NE,1999,4,122.42,(1.10)
NE,2000,1,122.97,(1.09)
NE,2000,2,123.72,(1.04)
NE,2000,3,124.75,(1.03)
NE,2000,4,125.54,(1.05)
NE,2001,1,127.66,(1.03)
NE,2001,2,128.51,(1.01)
NE,2001,3,129.76,(1.03)
NE,2001,4,131.35,(1.02)
NE,2002,1,131.49,(1.04)
NE,2002,2,132.37,(1.05)
NE,2002,3,133.61,(1.05)
NE,2002,4,134.61,(1.04)
NE,2003,1,135.68,(1.06)
NE,2003,2,135.72,(1.05)
NE,2003,3,137.79,(1.06)
NE,2003,4,139.40,(1.14)
NE,2004,1,140.30,(1.15)
NE,2004,2,142.88,(1.15)
NE,2004,3,145.26,(1.20)
NE,2004,4,145.11,(1.21)
NE,2005,1,146.22,(1.24)
NE,2005,2,147.90,(1.23)
NE,2005,3,151.69,(1.25)
NE,2005,4,151.53,(1.28)
NE,2006,1,151.74,(1.33)
NE,2006,2,153.92,(1.29)
NE,2006,3,155.96,(1.31)
NE,2006,4,155.93,(1.31)
NE,2007,1,157.28,(1.35)
NE,2007,2,160.32,(1.32)
NE,2007,3,160.49,(1.32)
NE,2007,4,159.83,(1.34)
NE,2008,1,161.39,(1.33)
NE,2008,2,162.15,(1.35)
NE,2008,3,160.64,(1.39)
NE,2008,4,160.73,(1.41)
NE,2009,1,162.37,(1.31)
NE,2009,2,161.95,(1.30)
NE,2009,3,161.29,(1.35)
NE,2009,4,162.28,(1.37)
NE,2010,1,160.31,(1.38)
NE,2010,2,160.98,(1.38)
NE,2010,3,163.72,(1.35)
NE,2010,4,162.55,(1.33)
NE,2011,1,161.71,(1.38)
NE,2011,2,162.81,(1.45)
NE,2011,3,164.00,(1.39)
NE,2011,4,164.29,(1.35)
NE,2012,1,165.61,(1.40)
NE,2012,2,166.30,(1.41)
NE,2012,3,168.58,(1.42)
NE,2012,4,169.62,(1.42)
NE,2013,1,170.81,(1.44)
NE,2013,2,173.30,(1.47)
NE,2013,3,176.32,(1.52)
NE,2013,4,176.97,(1.58)
NE,2014,1,177.06,(1.69)
NE,2014,2,181.57,(1.63)
NE,2014,3,184.46,(1.65)
NE,2014,4,185.42,(1.66)
NE,2015,1,185.85,(1.71)
NE,2015,2,190.87,(1.71)
NE,2015,3,190.91,(1.72)
NE,2015,4,195.04,(1.84)
NE,2016,1,193.72,(1.85)
NE,2016,2,198.09,(1.82)
NE,2016,3,201.17,(1.81)
NE,2016,4,201.65,(1.81)
NE,2017,1,202.76,(1.97)
NE,2017,2,207.46,(1.94)
NE,2017,3,210.46,(2.02)
NE,2017,4,213.44,(2.06)
NE,2018,1,213.30,(2.24)
NE,2018,2,213.42,(2.09)
NE,2018,3,220.90,(2.23)
NE,2018,4,219.75,(2.33)
NE,2019,1,221.12,(2.63)
NH,1995,1,100.00,(0.00)
NH,1995,2,99.92,(1.53)
NH,1995,3,102.68,(1.46)
NH,1995,4,103.86,(1.46)
NH,1996,1,103.55,(1.40)
NH,1996,2,102.96,(1.42)
NH,1996,3,104.53,(1.50)
NH,1996,4,103.65,(1.51)
NH,1997,1,103.82,(1.54)
NH,1997,2,105.47,(1.48)
NH,1997,3,107.06,(1.51)
