,,,,,,,,,,
"Stock Market Data Used in ""Irrational Exuberance"" Princeton University Press, 2000, 2005, 2015, updated",,,,,,,,,,Cyclically
Robert J. Shiller ,,,,,,,,,,Adjusted
,,,,,,,,,,Price
,,,,  Consumer,,,,,,Earnings
,S&P,,,Price,,Long,,,,Ratio
,Comp.,Dividend,Earnings,Index,Date  ,Interest,Real,Real,Real,P/E10 or
Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Earnings,CAPE
1891.11,5.25,0.22,0.34,7.52,1891.87,3.60,178.30,7.47,11.40,17.67
1891.12,5.41,0.22,0.34,7.52,1891.96,3.60,183.73,7.47,11.55,18.21
1892.01,5.51,0.22,0.34,7.33,1892.04,3.60,191.99,7.72,11.93,19.02
1892.02,5.52,0.22,0.35,7.33,1892.12,3.61,192.34,7.78,12.02,19.04
1892.03,5.58,0.23,0.35,7.14,1892.21,3.63,199.61,8.05,12.43,19.74
1892.04,5.57,0.23,0.35,7.04,1892.29,3.64,201.95,8.22,12.69,19.94
1892.05,5.57,0.23,0.35,7.04,1892.37,3.65,201.95,8.28,12.78,19.91
1892.06,5.54,0.23,0.36,7.04,1892.46,3.66,200.86,8.34,12.87,19.77
1892.07,5.54,0.23,0.36,7.23,1892.54,3.68,195.57,8.18,12.62,19.21
1892.08,5.62,0.23,0.36,7.33,1892.62,3.69,195.82,8.13,12.54,19.20
1892.09,5.48,0.24,0.36,7.33,1892.71,3.70,190.94,8.19,12.63,18.69
1892.1,5.59,0.24,0.37,7.33,1892.79,3.71,194.78,8.25,12.72,19.04
1892.11,5.57,0.24,0.37,7.52,1892.87,3.73,189.17,8.09,12.48,18.46
1892.12,5.51,0.24,0.37,7.61,1892.96,3.74,184.79,8.05,12.41,18.01
1893.01,5.61,0.24,0.36,7.90,1893.04,3.75,181.34,7.78,11.66,17.66
1893.02,5.51,0.24,0.35,7.99,1893.12,3.75,175.99,7.72,11.23,17.13
1893.03,5.31,0.24,0.34,7.80,1893.21,3.74,173.74,7.93,11.21,16.90
1893.04,5.31,0.24,0.33,7.71,1893.29,3.74,175.88,8.06,11.04,17.10
1893.05,4.84,0.24,0.32,7.61,1893.37,3.73,162.32,8.19,10.87,15.78
1893.06,4.61,0.25,0.32,7.42,1893.46,3.73,158.57,8.43,10.84,15.42
1893.07,4.18,0.25,0.31,7.23,1893.54,3.73,147.56,8.68,10.80,14.35
1893.08,4.08,0.25,0.30,6.95,1893.62,3.72,149.95,9.07,10.90,14.59
1893.09,4.37,0.25,0.29,7.23,1893.71,3.72,154.27,8.74,10.15,15.01
1893.1,4.50,0.25,0.28,7.33,1893.79,3.71,156.80,8.65,9.70,15.27
1893.11,4.57,0.25,0.27,7.14,1893.87,3.71,163.48,8.91,9.63,15.94
1893.12,4.41,0.25,0.26,7.04,1893.96,3.70,159.89,9.06,9.43,15.61
1894.01,4.32,0.25,0.25,6.85,1894.04,3.70,160.98,9.19,9.38,15.74
1894.02,4.38,0.24,0.24,6.76,1894.12,3.68,165.51,9.19,9.19,16.20
1894.03,4.51,0.24,0.24,6.57,1894.21,3.66,175.36,9.33,9.14,17.19
1894.04,4.57,0.24,0.23,6.57,1894.29,3.64,177.70,9.20,8.81,17.43
