FHFBID,District,Member Name,City,State,Zip,Member Type,Charter Type,FDIC Certificate Number,Federal Reserve ID,OTS Docket Number ,Credit Union Charter Number ,Approval Date,,
52411,Boston,Southern Massachusetts Telephone Workers Credit Union,Fairhaven,MA,02719,Credit Union,State,,,,67481,6/25/02,,
52412,Atlanta,First Chatham Bank,Savannah,GA,31406,Commercial Bank,State,57252,3075474,,,6/20/02,,
52414,Atlanta,Royal Palm Bank of Florida,Naples,FL,34108,Commercial Bank,State,57096,3076190,,,6/20/02,,
52415,Atlanta,Union Credit Bank,Miami,FL,33130,Commercial Bank,State,35599,3057818,,,6/20/02,,
52416,Chicago,Northbrook Bank & Trust Company,Northbrook,IL,60065,Commercial Bank,State,57082,2938198,,,6/24/02,,
52417,Chicago,Waldo State Bank,Waldo,WI,53093,Commercial Bank,State,08700,0131940,,,6/25/02,,
52418,Chicago,North Community Bank,Chicago,IL,60613,Commercial Bank,State,20624,0129732,,,6/26/02,,
52419,Des Moines,"Community Development Bank, FSB",Ogema,MN,56569,Savings Bank,Federal,10568,,17428,,6/26/02,,
52421,Dallas,Mobiloil Federal Credit Union,Beaumont,TX,77706,Credit Union,Federal,,,,00491,6/20/02,,
52422,Dallas,Government Personnel Mutual Life Insurance Company,San Antonio,TX,78216,Insurance Company,None,,,,,6/25/02,,
52424,Dallas,United Funeral Benefit Life Insurance Company,Oklahoma City,OK,73118,Insurance Company,None,,,,,6/25/02,,
52426,Dallas,Ballinger National Bank,Ballinger,TX,76821,Commercial Bank,National,34456,1429028,,,6/26/02,,
52428,Indianapolis,Bank of Alpena,Alpena,MI,49707,Commercial Bank,State,57029,2936840,,,6/19/02,,
52429,Indianapolis,Members First Credit Union,Midland,MI,48640,Credit Union,State,,,,62076,6/21/02,,
52430,Boston,Hannaford Associates Federal Credit Union,Scarborough,ME,04074,Credit Union,Federal,,,,01133,6/27/02,,
52431,Cincinnati,American Patriot Bank,Greeneville,TN,37745,Commercial Bank,State,57169,3010318,,,6/27/02,,
52432,Cincinnati,Superior Federal Credit Union,Lima,OH,45804,Credit Union,Federal,,,,09845,6/28/02,,
52433,Des Moines,Private Bank Minnesota,Minneapolis,MN,55402,Commercial Bank,State,34144,2361901,,,6/28/02,,
52434,Atlanta,Sunstate Bank,Miami,FL,33176,Commercial Bank,State,34643,2791085,,,6/27/02,,
52435,Topeka,First National Bank of Washington,Washington,KS,66968,Commercial Bank,National,04792,0209559,,,7/1/02,,
52436,Chicago,Community Bank of Trenton,Trenton,IL,62293,Commercial Bank,State,18889,0255547,,,7/8/02,,
52437,Des Moines,Cambridge State Bank,Cambridge,MN,55008,Commercial Bank,State,10987,0338851,,,7/8/02,,
52438,Des Moines,Prairie State Bank,Presho,SD,57568,Commercial Bank,State,00504,0464255,,,7/9/02,,
52439,San Francisco,Northeast Community Federal Credit Union,San Francisco,CA,94108,Credit Union,Federal,,,,23780,7/8/02,,
52445,Boston,"Leader Bank, NA",Arlington,MA,02474,Commercial Bank,National,57134,3109146,,,7/11/02,,
52446,Topeka,First National Bank of the Rockies,Grand Junction,CO,81505,Commercial Bank,National,03041,0338758,,,7/11/02,,
52447,Chicago,Bank of Commerce,Downers Grove,IL,60515,Commercial Bank,State,34292,2568120,,,7/15/02,,
52448,Dallas,"Lone Star Capital Bank, N.A.",San Antonio,TX,78233,Commercial Bank,National,35015,2788656,,,7/15/02,,
52449,Dallas,"First Financial Bank, N.A.",Stephenville,TX,76401,Commercial Bank,National,34320,2562838,,,7/17/02,,
52450,Seattle,SunFirst Bank,Saint George,UT,84770,Commercial Bank,State,57087,3008306,,,7/17/02,,
52451,Chicago,Bank of Dwight,Dwight,IL,60420,Commercial Bank,State,10805,0727530,,,7/19/02,,
52452,Topeka,Bank 7,Medford,OK,73759,Commercial Bank,State,04147,0018854,,,7/22/02,,
52454,Des Moines,Unity Bank North,Red Lake Falls,MN,56750,Commercial Bank,State,08202,0732459,,,7/12/02,,
52455,Pittsburgh,Citizens National Bank,Meyersdale,PA,15552,Commercial Bank,National,07919,0056427,,,7/17/02,,
52456,Pittsburgh,Diamond Credit Union,Pottstown,PA,19464,Credit Union,State,,,,68241,7/17/02,,
52457,Cincinnati,Holston Valley Credit Union,Kingsport,TN,37662,Credit Union,State,,,,68132,7/25/02,,
52459,Dallas,"First State Bank of Canadian, NA",Canadian,TX,79014,Commercial Bank,National,34634,2604514,,,7/26/02,,
52460,Indianapolis,Blue Cross And Blue Shield of Michigan,Detroit,MI,48226,Insurance Company,None,,,,,7/29/02,,
52461,Indianapolis,Centra Credit Union,Columbus,IN,47202,Credit Union,State,,,,68287,7/29/02,,
52463,Indianapolis,Seaway Community Bank,St. Clair,MI,48079,Commercial Bank,State,57240,3048982,,,7/29/02,,
52464,Dallas,People's Trust Federal Credit Union,Houston,TX,77002,Credit Union,Federal,,,,00177,7/29/02,,
52465,Topeka,"First National Bank, Sallisaw",Sallisaw,OK,74955,Commercial Bank,National,19288,0427353,,,7/29/02,,
52466,Topeka,Nebraska State Bank,Oshkosh,NE,69154,Commercial Bank,State,09819,0911759,,,7/29/02,,
52467,Topeka,Trego-wakeeney State Bank,Wakeeney,KS,67672,Commercial Bank,State,16971,0612159,,,7/30/02,,
52469,Cincinnati,Commonwealth Credit Union,Frankfort,KY,40602,Credit Union,State,,,,61437,7/31/02,,
52471,San Francisco,Aea Federal Credit Union,Yuma,AZ,85364,Credit Union,Federal,208923,,,04915,7/29/02,,
52472,San Francisco,"Bridge Bank of Silicon Valley, NA",Santa Clara,CA,95050,Commercial Bank,National,57086,3025406,,,7/31/02,,
52473,San Francisco,Safe Credit Union,North Highlands,CA,95660,Credit Union,State,,,,68366,7/31/02,,
52475,New York,NorthEastern Engineers Federal Credit Union,Richmond Hill,NY,11418,Credit Union,Federal,,,,21630,8/1/02,,
52476,Des Moines,State Bank of Easton,Easton,MN,56025,Commercial Bank,State,16561,0379050,,,8/5/02,,
52477,Dallas,First National Bank Albany/breckenridge,Albany,TX,76430,Commercial Bank,National,03067,0340751,,,8/6/02,,
52478,Pittsburgh,Lehigh Valley Educators Credit Union,Allentown,PA,18103,Credit Union,State,,,,64606,8/2/02,,
52480,San Francisco,Silicon Valley Bank,Santa Clara,CA,95054,Commercial Bank,State,24735,0802866,,,8/8/02,,
52482,Indianapolis,Christian Financial Credit Union,Roseville,MI,48066,Credit Union,State,,,,63805,8/12/02,,
52483,Dallas,Brady National Bank,Brady,TX,76825,Commercial Bank,National,03109,0101952,,,8/14/02,,
52486,New York,"Fort Lee Federal Savings Bank, FSB",Fort Lee,NJ,07024,Savings Bank,Federal,35527,,16832,,8/7/02,,
52487,Boston,Five County Credit Union,Bath,ME,04530,Credit Union,State,,,,67993,8/15/02,,
52488,Topeka,American Public Life Insurance Company,Oklahoma City,OK,73125,Insurance Company,None,,,,,8/15/02,,
52489,Topeka,First State Bank,Randolph,NE,68771,Commercial Bank,State,15364,0861854,,,8/15/02,,
52490,Atlanta,Insight Financial Credit Union,Orlando,FL,32810,Credit Union,State,,,,67344,8/14/02,,
52491,Atlanta,First Century Bank,Gainesville,GA,30501,Commercial Bank,National,57123,2997748,,,8/14/02,,
52492,Dallas,First National Bank - Sweetwater Texas,Sweetwater,TX,79556,Commercial Bank,National,16653,0535463,,,8/20/02,,
52493,Topeka,First National Bank,Heavener,OK,74937,Commercial Bank,National,04111,0195456,,,8/20/02,,
52494,Cincinnati,Community National Bank,Franklin,OH,45005,Commercial Bank,National,24271,0480817,,,8/21/02,,
52495,San Francisco,First Regional Bank,Los Angeles,CA,90067,Commercial Bank,State,23011,0974866,,,8/21/02,,
52496,San Francisco,Professional Business Bank,Pasadena,CA,91101,Commercial Bank,State,57148,3071391,,,8/21/02,,
52497,Atlanta,Bankers Life Insurance Company,St. Petersburg,FL,33701,Insurance Company,None,,,,,8/22/02,,
52498,Topeka,Air Academy Federal Credit Union,Colorado Springs,CO,80920,Credit Union,Federal,,,,10600,8/23/02,,
52499,Pittsburgh,"Freedom Bank, Inc.",Belington,WV,26250,Commercial Bank,State,15664,0629522,,,8/26/02,,
52502,Cincinnati,Guernsey Bank,Columbus,OH,43229,Commercial Bank,State,57413,0476070,,,8/30/02,,
52503,Topeka,First Commerce Bank,Marysville,KS,66508,Commercial Bank,State,57273,3041358,,,8/21/02,,
52504,Des Moines,American Bank of St. Paul,Saint Paul,MN,55104,Commercial Bank,State,20843,0034153,,,9/4/02,,
52505,Seattle,Cheyenne State Bank,Cheyenne,WY,82001,Commercial Bank,State,57363,3032833,,,9/4/02,,
52506,Seattle,Pacific International Bank,Seattle,WA,98133,Commercial Bank,State,57246,3071083,,,9/4/02,,
52507,Seattle,Security National Life Insurance Company,Salt Lake City,UT,84123,Insurance Company,None,,,,,9/4/02,,
52508,Dallas,Citizens National Bank of Wills Point,Wills Point,TX,75169,Commercial Bank,National,23450,0302665,,,9/5/02,,
52511,Atlanta,Century Bank of Florida,Tampa,FL,33613,Commercial Bank,State,35558,2939001,,,9/9/02,,
52513,Des Moines,Liberty Bankers Life Insurance Company,Edmond,OK,7304 ,Insurance Company,None,,,,,9/12/02,,
52514,Des Moines,Canton State Bank,Canton,MO,63435,Commercial Bank,State,15285,0481140,,,9/16/02,,
52516,Atlanta,Allegacy Federal Credit Union,Winston-salem,NC,27103,Credit Union,Federal,,,,24438,9/17/02,,
52517,San Francisco,Pacific State Bank,Stockton,CA,95202,Commercial Bank,State,27090,1158832,,,9/18/02,,
52518,Boston,Bank of New Canaan,New Canaan,CT,06840,Commercial Bank,State,57368,3109043,,,9/19/02,,
52519,Chicago,Legacy Bank,Milwaukee,WI,53206,Commercial Bank,State,34818,2727990,,,9/19/02,,
52521,Cincinnati,Wright-patt Credit Union,Fairborn,OH,45324,Credit Union,State,,,,66328,9/23/02,,
52524,Dallas,Four Corners Community Bank,Farmington,NM,87401,Commercial Bank,State,35441,2855866,,,9/24/02,,
52526,New York,Signature Bank,New York,NY,10017,Commercial Bank,State,57053,2942690,,,9/25/02,,
52527,Dallas,Winnsboro State Bank & Trust Company,Winnsboro,LA,71295,Commercial Bank,State,10533,0628552,,,9/24/02,,
52528,San Francisco,Mississippi Valley Life Insurance Company,Phoenix,AZ,85018,Insurance Company,None,,,,,9/24/02,,
52529,Boston,Bank of Southern Connecticut,New Haven,CT,06510,Commercial Bank,State,57251,3047314,,,9/30/02,,
52531,Dallas,TEXAR Federal Credit Union,Texarkana,TX,75503,Credit Union,Federal,,,,24567,9/30/02,,
52532,Atlanta,Sunshine Savings Bank,Tallahassee,FL,32301,Savings and Loan,Federal,58452,,17971,,9/30/02,,
52533,Chicago,First Business Bank - Milwaukee,Brookfield,WI,53045,Commercial Bank,State,35445,2882125,,,10/1/02,,
52534,Dallas,Community National Bank,Bellaire,TX,77401,Commercial Bank,National,57345,3121045,,,10/2/02,,
52535,Dallas,"Texas Community Bank, NA",The Woodlands,TX,77384,Commercial Bank,National,57431,3135097,,,10/2/02,,
52537,Indianapolis,Community Choice Credit Union,Livonia,MI,48154,Credit Union,State,,,,64880,10/3/02,,
52539,Dallas,West Carroll Community Bank,Oak Grove,LA,71263,Commercial Bank,State,35019,2807173,,,10/7/02,,
52541,Cincinnati,Cumberland Bank & Trust Company,Clarksville,TN,37040,Commercial Bank,State,57091,2997926,,,10/9/02,,
52543,Dallas,Piggott State Bank,Piggott,AR,72454,Commercial Bank,State,05628,0173342,,,10/10/02,,
52545,Topeka,Burlington Credit Union,Lincoln,NE,68503,Credit Union,State,,,,63757,10/10/02,,
52546,Topeka,First National Bank of Harveyville,Harveyville,KS,66431,Commercial Bank,National,04683,0931458,,,10/10/02,,
52547,Topeka,North Valley Bank,Thornton,CO,80229,Commercial Bank,State,18710,0350750,,,10/10/02,,
52548,Dallas,Grand Bank,Dallas,TX,75248,Commercial Bank,State,57378,3117431,,,10/15/02,,
52549,Seattle,Regal Financial Bank,Seattle,WA,98104,Commercial Bank,State,57236,3109584,,,10/16/02,,
52550,Chicago,First National Bank in Staunton,Staunton,IL,62088,Commercial Bank,National,14924,0126740,,,10/8/02,,
52551,Des Moines,Goppert Financial Bank.,Lathrop,MO,64465,Commercial Bank,State,08569,0815053,,,10/20/02,,
52553,Boston,Credit Union Central Falls,Central Falls,RI,02863,Credit Union,State,,,,62882,10/22/02,,
52555,Atlanta,Union State Bank,Pell City,AL,35125,Commercial Bank,State,05602,0467733,,,10/23/02,,
52557,Cincinnati,Hopewell Federal Credit Union,Heath,OH,43056,Credit Union,Federal,,,,15307,10/23/02,,
52558,San Francisco,Canyon National Bank,Palm Springs,CA,92264,Commercial Bank,National,34692,2713582,,,10/23/02,,
52560,Chicago,Table Grove State Bank,Table Grove,IL,61482,Commercial Bank,State,16394,0411549,,,10/25/02,,
52561,Chicago,Palmyra State Bank,Palmyra,WI,53156,Commercial Bank,State,15116,0049643,,,10/28/02,,
52563,Dallas,"Bank Brenham, NA",Brenham,TX,77834,Commercial Bank,National,57102,3042234,,,10/30/02,,
52564,Atlanta,Shiloh of Alexandria Federal Credit Union,Alexandria,VA,22314,Credit Union,Federal,,,,24466,10/30/02,,
52565,San Francisco,Coast National Bank,San Luis Obispo,CA,93401,Commercial Bank,National,34381,2579069,,,10/31/02,,
52566,Dallas,Cross County Bank,Wynne,AR,72396,Commercial Bank,State,13821,0989347,,,11/1/02,,
52567,Dallas,Pearland State Bank,Pearland,TX,77581,Commercial Bank,State,18132,0723868,,,11/1/02,,
52568,New York,BCB Community Bank,Bayonne,NJ,07002,Commercial Bank,State,35541,2954059,,,11/4/02,,
52569,New York,Community Federal Savings Bank,Woodhaven,NY,11421,Savings Bank,Federal,57129,,17528,,11/4/02,,
52570,Des Moines,State Bank of Bottineau,Bottineau,ND,58318,Commercial Bank,State,09121,1014554,,,11/7/02,,
52572,San Francisco,Coast Central Credit Union,Eureka,CA,95501,Credit Union,State,,,,62367,11/12/02,,
52576,Atlanta,Lee Financial Corporation,Columbia,SC,29204,Insurance Company,None,,,,,10/31/02,,
52577,Chicago,Peoples Bank,Elkhorn,WI,53121,Commercial Bank,State,35367,2886178,,,11/13/02,,
52578,Des Moines,Community 1st Credit Union,Ottamwa,IA,52501,Credit Union,State,,,,68510,11/14/02,,
52579,Des Moines,Commercial Bank,St. Louis,MO,63146,Commercial Bank,State,27409,1225752,,,11/15/02,,
52580,Topeka,Community Bank (The),Liberal,KS,67901,Commercial Bank,State,34666,2621940,,,11/15/02,,
52581,Topeka,Westerra Credit Union,Denver,CO,80209,Credit Union,State,,,,65788,11/15/02,,
52582,Topeka,First Tri-County Bank,Swanton,NE,68445,Commercial Bank,State,08333,0570651,,,11/15/02,,
52583,Topeka,Signature Bank KC,Haddam,KS,66944,Commercial Bank,State,15110,0992057,,,11/15/02,,
52584,Chicago,One Mortgage Partners Corporation,,VT,     ,Insurance Company,None,,,,,11/18/02,,
52586,Topeka,Bank of Beaver City,Beaver,OK,73932,Commercial Bank,State,11862,0137456,,,11/19/02,,
52587,Topeka,Farmers & Merchants State Bank,Wakefield,KS,67487,Commercial Bank,State,01871,0070254,,,11/19/02,,
52588,Seattle,UniWyo Federal Credit Union,Laramie,WY,82072,Credit Union,Federal,,,,09089,11/20/02,,
52589,Seattle,Wright Express Financial Service Corp.,Salt Lake City,UT,84117,Commercial Bank,State,34697,2700984,,,11/20/02,,
52593,New York,Select Bank,Egg Harbor City,NJ,08215,Savings Bank,Federal,35512,,16843,,11/26/02,,
52596,Seattle,Lacamas Community Credit Union,Camas,WA,98607,Credit Union,State,,,,68492,11/26/02,,
52597,Seattle,Seattle Metropolitan Credit Union,Seattle,WA,98104,Credit Union,State,,,,68315,11/26/02,,
52599,Des Moines,Asentra Credit Union,Bettendorf,IA,52722,Credit Union,State,,,,63268,12/2/02,,
52602,Atlanta,Premier American Bank,Miami,FL,33155,Commercial Bank,State,57147,3048067,,,12/2/02,,
52603,Dallas,Chasewood Bank,Houston,TX,77070,Commercial Bank,State,24272,0675051,,,12/9/02,,
52604,Indianapolis,CP Federal Credit Union,Jackson,MI,49202,Credit Union,Federal,,,,08667,12/10/02,,
52607,Des Moines,State Bank of Taunton,Taunton,MN,56291,Commercial Bank,State,16906,0205458,,,12/12/02,,
52609,Atlanta,New Peoples Bank,Honaker,VA,24260,Commercial Bank,State,34890,2736451,,,12/13/02,,
52610,Topeka,First Security Bank &Trust Company,Norton,KS,67654,Commercial Bank,State,04741,0393757,,,12/13/02,,
52611,Seattle,Community First Guam FCU,Agana,GU,96910,Credit Union,Federal,,,,15051,12/13/02,,
52612,Dallas,Central Security Life Insurance Company,Richardson,TX,75082,Insurance Company,None,,,,,12/16/02,,
52613,Dallas,Madison County Bank,Madison,MS,39110,Commercial Bank,State,57242,3090310,,,12/16/02,,
52614,Dallas,Western American Life Insurance Company,Richardson,TX,75082,Insurance Company,None,,,,,12/16/02,,
52616,San Francisco,United Services of America FCU,San Diego,CA,92131,Credit Union,Federal,,,,09005,12/16/02,,
52617,New York,Mariner's Bank,Edgewater,NJ,07020,Commercial Bank,State,35479,3010000,,,12/20/02,,
52618,Des Moines,Bankers Trust Company,Cedar Rapids,IA,52401,Commercial Bank,State,57484,3142358,,,12/16/02,,
52619,Atlanta,Bank of Coweta,Newnan,GA,30263,Commercial Bank,State,20827,0810834,,,12/16/02,,
52620,Atlanta,McIntosh Commercial Bank,Carrollton,GA,30117,Commercial Bank,State,57399,3123106,,,12/16/02,,
52621,Atlanta,Associated Credit Union,Norcross,GA,30092,Credit Union,State,,,,60484,12/17/02,,
52622,Atlanta,First National Bank of Baldwin County,Foley,AL,36535,Commercial Bank,National,57181,3077937,,,12/17/02,,
52623,Pittsburgh,York Traditions Bank,York,PA,17402,Commercial Bank,State,57377,3145797,,,12/17/02,,
52624,Indianapolis,Motor City CO-OP Credit Union,Clinton Township,MI,48036,Credit Union,State,,,,63289,12/19/02,,
52625,Chicago,Farmer City State Bank,Farmer City,IL,61842,Commercial Bank,State,15855,0977036,,,12/20/02,,
52626,Cincinnati,Fedex Employees Credit Association FCU,Memphis,TN,38132,Credit Union,Federal,,,,21751,12/27/02,,
52627,Des Moines,Chester National Bank of Missouri,Perryville,MO,63775,Commercial Bank,National,34359,2482851,,,12/30/02,,
52628,Topeka,Washita State Bank,Burns Flat,OK,73624,Commercial Bank,State,22430,0001856,,,12/30/02,,
52629,Atlanta,Dupont Fibers Federal Credit Union,Richmond,VA,23234,Credit Union,Federal,,,,24313,12/30/02,,
52630,Topeka,Bank of Commerce,Duncan,OK,73534,Commercial Bank,State,57491,3134698,,,12/16/02,,
52631,Chicago,EMSBLA Credit Union,Milwaukee,WI,53203,Credit Union,State,,,,68317,1/6/03,,
52633,Chicago,Casey State Bank,Casey,IL,62420,Commercial Bank,State,03614,0306337,,,1/8/03,,
52634,Des Moines,Citizens Bank of Blythedale,Blythedale,MO,64426,Commercial Bank,State,01648,0949949,,,1/9/03,,
52637,New York,Bank of Cattaraugus,Cattaraugus,NY,14719,Commercial Bank,State,09406,0092902,,,1/10/03,,
52638,Chicago,Henry State Bank,Henry,IL,61537,Commercial Bank,State,08494,0941233,,,1/10/03,,
52639,Chicago,Spring Valley City Bank,Spring Valley,IL,61362,Commercial Bank,State,12087,0452841,,,1/10/03,,
52640,Indianapolis,Financial Plus Federal Credit Union,Flint,MI,48507,Credit Union,Federal,,,,08145,1/14/03,,
52642,Des Moines,St. Stephen State Bank,St. Stephen,MN,56375,Commercial Bank,State,17522,0197357,,,1/15/03,,
52645,Seattle,Celtic Bank,Salt Lake City,UT,84111,Commercial Bank,State,57056,2998576,,,1/22/03,,
52646,Seattle,Tongass Federal Credit Union,Ketchikan,AK,99901,Credit Union,Federal,,,,15523,1/22/03,,
52647,San Francisco,Bank of Las Vegas,Las Vegas,NV,89118,Commercial Bank,State,57276,2856032,,,1/22/03,,
52648,San Francisco,Napa Community Bank,Napa,CA,94558,Commercial Bank,State,57260,3049701,,,1/22/03,,
52649,San Francisco,Red Rock Community Bank,Las Vegas,NV,89135,Commercial Bank,State,35357,2848037,,,1/22/03,,
52651,Des Moines,Titonka Savings Bank,Titonka,IA,50480,Commercial Bank,State,17302,0334648,,,1/24/03,,
52652,Cincinnati,GenFed Federal Credit Union,Akron,OH,44312,Credit Union,Federal,,,,02494,1/27/03,,
52654,Atlanta,Sanibel Captiva Community Bank,Sanibel,FL,33957,Commercial Bank,State,57425,3122994,,,1/27/03,,
52655,Dallas,"Texana Bank, National Association",Linden,TX,75563,Commercial Bank,National,03302,0809650,,,1/30/03,,
52656,Atlanta,Heritage First Bank,Rome,GA,30161,Savings Bank,Federal,20761,,17927,,1/30/03,,
52657,Dallas,Texas First State Bank,Riesel,TX,76682,Commercial Bank,State,15300,0655660,,,1/30/03,,
52658,Dallas,"Texas Gulf Bank, NA",Freeport,TX,77541,Commercial Bank,National,03206,0514655,,,1/30/03,,
