FHFBID,District,Member Name,City,State,Zip,Member Type,Charter Type,FDIC Certificate Number,Federal Reserve ID,OTS Docket Number ,Credit Union Charter Number ,Approval Date,,
16253,Atlanta,"Millennium Bank, NA",Reston,VA,20190,Commercial Bank,National,35096,2767763,,,4/29/99,,
16255,Atlanta,The Coastal Bank of Georgia,Brunswick,GA,31520,Commercial Bank,State,16911,0300531,,,4/29/99,,
16257,Chicago,American Chartered Bank,Schaumburg,IL,60173,Commercial Bank,State,27006,0231242,,,5/3/99,,
16258,Chicago,The Gifford State Bank,Gifford,IL,61847,Commercial Bank,State,10467,0557438,,,5/3/99,,
16259,Des Moines,Corydon State Bank,Corydon,IA,50060,Commercial Bank,State,13616,0837046,,,5/3/99,,
16261,Des Moines,Savings Bank,Primghar,IA,51245,Commercial Bank,State,13735,0588348,,,5/3/99,,
16262,Chicago,Shoreline Credit Union,Two Rivers,WI,54241,Credit Union,State,,,,66447,5/6/99,,
16263,Dallas,Benefit Bank,Ft. Smith,AR,72903,Savings Bank,Federal,35281,,16263,,,,
16265,Topeka,NBC Oklahoma,Oklahoma City,OK,73156,Commercial Bank,State,04032,0039756,,,5/6/99,,
16266,Topeka,"Oklahoma Educators Credit Union - Oklahoma City, OK",Oklahoma City,OK,73132,Credit Union,State,,,,61088,5/6/99,,
16269,Des Moines,Altura State Bank,Altura,MN,55910,Commercial Bank,State,10173,0330453,,,5/5/99,,
16270,Des Moines,Farmers & Merchants State Bank of Clarkfield,Clarkfield,MN,56223,Commercial Bank,State,10184,0114251,,,5/5/99,,
16271,Des Moines,Freedom Financial Bank,West Des Moines,IA,50266,Commercial Bank,State,35031,2735137,,,5/5/99,,
16272,Des Moines,Grinnell Mutual Reinsurance Company,Grinnell,IA,50112,Insurance Company,None,,,,,5/5/99,,
16273,Boston,CAMBRIDGE TRUST COMP,Cambridge,MA,02138,Commercial Bank,State,08152,0736206,,,5/6/99,,
16274,Seattle,Fife Commercial Bank,Fife,WA,98424,Commercial Bank,State,34791,2716163,,,5/6/99,,
16276,Indianapolis,Forum Credit Union,Fishers,IN,46037,Credit Union,State,,,,68248,5/7/99,,
16277,Des Moines,Bank of Houston (The),Houston,MO,65483,Commercial Bank,State,13960,0848453,,,5/7/99,,
16279,Dallas,Simmons First Bank of South AR,Lake Village,AR,71653,Commercial Bank,State,18590,0355746,,,5/7/99,,
16281,Topeka,The First National Bank And Trust Co.,Chickasha,OK,73023,Commercial Bank,National,04062,0154154,,,5/11/99,,
16282,Atlanta,Bank of York,York,AL,36925,Commercial Bank,State,00862,0359838,,,5/11/99,,
16283,Atlanta,First Trust Bank,Charlotte,NC,28204,Commercial Bank,State,34864,2761912,,,5/11/99,,
16284,Des Moines,Page County State Bank,Clarinda,IA,51632,Commercial Bank,State,14522,0188449,,,5/12/99,,
16285,Des Moines,Third National Bank,Sedalia,MO,65302,Commercial Bank,National,04569,0611451,,,5/12/99,,
16288,Atlanta,"SunTrust Bank, Atlanta",Atlanta,GA,30302,Commercial Bank,State,00867,0675332,,,5/13/99,,
16289,Chicago,Bay Bank,Green Bay,WI,54313,Commercial Bank,State,34052,2329200,,,5/17/99,,
16291,Chicago,First Collinsville Bank,Collinsville,IL,62234,Commercial Bank,State,33005,1459717,,,5/17/99,,
16292,Chicago,First County Bank,New Baden,IL,62265,Commercial Bank,State,10887,0327949,,,5/17/99,,
16293,Chicago,Peoples State Bank,Augusta,WI,54722,Commercial Bank,State,08714,0443353,,,5/17/99,,
16295,Des Moines,Northern Star Bank,Mankato,MN,56001,Commercial Bank,State,34983,2729604,,,5/18/99,,
16297,Boston,Leominster Credit Union,Leominster,MA,01453,Credit Union,State,,,,66699,5/19/99,,
16298,Boston,South Coastal Bank,Rockland,MA,02370,Savings Bank,State,23345,0551904,,,5/19/99,,
16300,Des Moines,Ames Community Bank,Ames,IA,50010,Commercial Bank,State,11763,0269049,,,5/20/99,,
16302,Chicago,First National Bank of Brookfield,Brookfield,IL,60513,Commercial Bank,National,18564,0465038,,,5/24/99,,
16306,Cincinnati,MADISON BANK,Richmond,KY,40475,Commercial Bank,State,34306,2552099,,,5/25/99,,
16307,Cincinnati,The Vinton County N.B. of McArthur,Mcarthur,OH,45651,Commercial Bank,National,06636,0754826,,,5/26/99,,
16311,Atlanta,Peoples State Bank,Lake City,FL,32025,Commercial Bank,State,34702,2650333,,,4/20/99,,
16312,Atlanta,Community Credit Union of Florida,Rockledge,FL,32955,Credit Union,State,,,,60816,5/21/99,,
16313,Atlanta,Family Trust Federal Credit Union,Rock Hill,SC,29730,Credit Union,Federal,,,,11554,5/21/99,,
16314,Atlanta,First Peoples Bank,Port St. Lucie,FL,34952,Commercial Bank,State,34870,2803223,,,5/21/99,,
16315,Atlanta,First Peoples Bank,Pine Mountain,GA,31822,Commercial Bank,State,33010,1459799,,,5/21/99,,
16316,Atlanta,The Bank of Edison,Edison,GA,31746,Commercial Bank,State,05686,0610539,,,5/21/99,,
16317,Atlanta,Community Bankers' Bank,Richmond,VA,23235,Commercial Bank,State,26871,0077422,,,5/24/99,,
16318,Indianapolis,Lake Michigan Credit Union,Grand Rapids,MI,49546,Credit Union,State,,,,62514,5/27/99,,
16319,Indianapolis,TLC Community Credit Union,Adrian,MI,49221,Credit Union,State,,,,60509,5/27/99,,
16320,Dallas,The First N.B. of Central Texas,Waco,TX,76710,Commercial Bank,National,03325,0369659,,,5/27/99,,
16321,New York,Mid-Hudson Valley FCU,Kingston,NY,12401,Credit Union,Federal,,,,15766,5/28/99,,
16322,Atlanta,"First Community Bank, N.A.",Bluefield,VA,24605,Commercial Bank,National,13012,2353595,,,5/28/99,,
16324,Dallas,First National Bank of Dublin,Dublin,TX,76446,Commercial Bank,National,26228,0648550,,,5/28/99,,
16326,Indianapolis,Dow Chemical Employees Credit Union,Midland,MI,48641,Credit Union,State,,,,60137,6/1/99,,
16327,Des Moines,Farmers Savings Bank,Fostoria,IA,51340,Commercial Bank,State,18284,0624648,,,6/3/99,,
16328,Des Moines,First National Bank South Dakota,Yankton,SD,57078,Commercial Bank,National,18613,0379359,,,6/3/99,,
16329,Des Moines,Northland National Bank,Gladstone,MO,64118,Commercial Bank,National,26890,0708052,,,6/3/99,,
16332,Topeka,"Security Bank of Kansas City - Kansas City, KS",Kansas City,KS,66101,Commercial Bank,State,04705,1009354,,,6/3/99,,
16333,Topeka,"The Bank of Wyandotte - Wyandotte, OK",Wyandotte,OK,74370,Commercial Bank,State,02317,0059754,,,6/3/99,,
16335,Topeka,"The Farmers State Bank - McPherson, KS",Mcpherson,KS,67460,Commercial Bank,State,13883,0801056,,,6/3/99,,
16336,Topeka,First Colorado National Bank,Paonia,CO,81428,Commercial Bank,National,03047,0587752,,,6/3/99,,
16337,Boston,Abington Bank,North Abington,MA,02351,Commercial Bank,State,26549,0117672,,,6/4/99,,
16338,Boston,York County FCU,Sanford,ME,04073,Credit Union,Federal,,,,09508,6/4/99,,
16339,New York,First Central Savings Bank,Whitestone,NY,11357,Savings Bank,State,34969,2797359,,,6/4/99,,
16342,Dallas,First Community Bank,Batesville,AR,72501,Commercial Bank,State,34533,2596646,,,6/5/99,,
16344,Des Moines,St. Paul Postal Employess Credit Union,Woodbury,MN,55125,Credit Union,State,,,,62978,6/7/99,,
16345,Des Moines,North Star Bank,Roseville,MN,55113,Commercial Bank,State,16733,0750051,,,6/8/99,,
16346,Atlanta,Department of Veterans Affairs F.C.U.,Washington,DC,20420,Credit Union,Federal,,,,16416,6/8/99,,
16348,Des Moines,Concordia Bank of Concordia,Concordia,MO,64020,Commercial Bank,State,13788,0164957,,,6/9/99,,
16349,Dallas,Richland State Bank,Rayville,LA,71269,Commercial Bank,State,08526,0752653,,,6/9/99,,
16350,Cincinnati,THE ARLINGTON BANK,Upper Arlington,OH,43221,Savings Bank,State,34977,2781152,,,6/11/99,,
16351,Cincinnati,THE BANK OF MAGNOLIA CO,Magnolia,OH,44643,Commercial Bank,State,02300,0940021,,,6/11/99,,
16352,Cincinnati,Citizens National Bank of Somerset,Somerset,KY,42501,Commercial Bank,National,02725,0410917,,,6/11/99,,
16354,Dallas,"Extraco Banks, National Association",Waco,TX,76714,Commercial Bank,National,05551,0537560,,,6/11/99,,
16356,Chicago,Anna-Jonesboro National Bank,Anna,IL,62906,Commercial Bank,National,03759,0855844,,,6/14/99,,
16357,Dallas,Sycamore Bank,Senatobia,MS,38668,Commercial Bank,State,11423,0924843,,,6/16/99,,
16358,Dallas,"South Padre Bank, N.A.",South Padre,TX,78597,Commercial Bank,National,34950,2783772,,,6/16/99,,
16359,Topeka,First NB&T Company of Leavenworth,Leavenworth,KS,66048,Commercial Bank,National,04712,0022459,,,6/16/99,,
16360,Topeka,"The Sedgwick State Bank - Sedgwick, KS",Sedgwick,KS,67135,Commercial Bank,State,15083,0320856,,,6/16/99,,
16361,Pittsburgh,New Century Bank,Phoenixville,PA,19460,Commercial Bank,State,34444,2354985,,,6/17/99,,
16362,Des Moines,Bank of Iberia,Iberia,MO,65486,Commercial Bank,State,08584,0790150,,,6/17/99,,
16363,Des Moines,Farmers & Merchants State Bank,Winterset,IA,50273,Commercial Bank,State,15610,0145741,,,6/17/99,,
16364,Des Moines,Bank of Tioga (The),Tioga,ND,58852,Commercial Bank,State,17280,0768953,,,6/17/99,,
16365,Des Moines,United Community Bank of North Dakota,Leeds,ND,58346,Commercial Bank,State,10249,0680055,,,6/17/99,,
16367,Indianapolis,Northland Area Federal Credit Union,Oscoda,MI,48750,Credit Union,Federal,,,,11979,6/16/99,,
16368,Indianapolis,Sunrise Family Credit Union,Bay City,MI,48706,Credit Union,State,,,,61995,6/16/99,,
16369,Atlanta,Altamaha Bank & Trust Company,Uvalda,GA,30473,Commercial Bank,State,19590,0199436,,,6/17/99,,
16371,Atlanta,Escambia County Bank,Flomaton,AL,36441,Commercial Bank,State,01746,0305433,,,6/17/99,,
16372,Atlanta,Farmers Bank,Windsor,VA,23487,Commercial Bank,State,02429,0619327,,,6/17/99,,
16373,Atlanta,Platinum Bank,Brandon,FL,33511,Commercial Bank,State,34620,2631314,,,6/17/99,,
16374,Atlanta,U.S. Postal Service Federal C.U.,Clinton,MD,20735,Credit Union,Federal,,,,16402,6/17/99,,
16376,San Francisco,Bank of The Orient,San Francisco,CA,94104,Commercial Bank,State,20387,0777366,,,6/18/99,,
16377,San Francisco,Provident Credit Union,Redwood City,CA,94065,Credit Union,State,,,,66343,6/18/99,,
16379,Des Moines,Eagle Bank & Trust Company of Missouri,Hillsboro,MO,63028,Commercial Bank,State,17691,0846356,,,6/21/99,,
16380,Dallas,Community Bank,Granbury,TX,76048,Commercial Bank,State,20202,0268257,,,6/21/99,,
16381,Topeka,"Jefferson County Bank - Daykin, NE",Daykin,NE,68338,Commercial Bank,State,17452,0249957,,,6/21/99,,
16384,New York,"Metlife Bank, NA",Kingston,NJ,08528,Commercial Bank,National,35055,2777650,,,6/22/99,,
16386,Dallas,The Peoples Bank,Biloxi,MS,39530,Commercial Bank,State,00340,0870539,,,6/22/99,,
16387,Atlanta,First Bank of Dalton,Dalton,GA,30722,Commercial Bank,State,34116,2349459,,,6/24/99,,
16389,Atlanta,Paragon Commercial Bank,Raleigh,NC,27612,Commercial Bank,State,35100,2806626,,,6/24/99,,
16390,Des Moines,Home State Bank,Royal,IA,51357,Commercial Bank,State,00966,0472045,,,6/24/99,,
16391,Cincinnati,FIRST GUARANTY  BANK,Martin,KY,41649,Commercial Bank,State,35058,2769972,,,6/25/99,,
16392,Topeka,"Citizens State Bank - Paola, KS",Paola,KS,66071,Commercial Bank,State,01364,0525156,,,6/28/99,,
16393,Topeka,"Farmers and Drovers Bank - Council Grove, KS",Council Grove,KS,66846,Commercial Bank,State,12602,0788559,,,6/28/99,,
16394,Topeka,"First State Bank - Shelton, NE",Shelton,NE,68876,Commercial Bank,State,08600,0530954,,,6/28/99,,
16395,Topeka,"Fort Morgan State Bank - Fort Morgan, CO",Fort Morgan,CO,80701,Commercial Bank,State,23764,0257756,,,6/28/99,,
16397,Topeka,National Bank of Kansas City,Leawood,KS,66206,Commercial Bank,National,35014,2747587,,,6/28/99,,
16398,Topeka,"The Mission Bank - Mission, KS",Mission,KS,66205,Commercial Bank,State,23173,0170051,,,6/28/99,,
16401,Boston,"Dutch Point Credit Union, Inc.",Wethersfield,CT,06109,Credit Union,State,,,,60457,6/25/99,,
16402,Boston,Greenwood Credit Union,Warwick,RI,02886,Credit Union,State,,,,66594,6/25/99,,
16403,Atlanta,Small Town Bank,Wedowee,AL,36278,Commercial Bank,State,35112,2804864,,,6/29/99,,
16406,Atlanta,Lydian Private Bank,Palm Beach Gardens,FL,33410,Savings Bank,Federal,35356,,16406,,4/10/00,,
16407,Indianapolis,Northpointe Bank,Grand Rapids,MI,49546,Commercial Bank,State,34953,2737980,,,6/17/99,,
16408,Indianapolis,Indiana State University Federal C.U.,Terre Haute,IN,47807,Credit Union,Federal,,,,13616,6/30/99,,
16410,Topeka,"Valley View State Bank - Overland Park, KS",Overland Park,KS,66212,Commercial Bank,State,19631,0339951,,,7/1/99,,
16413,Indianapolis,Purdue Employees Federal Credit Union,West Lafayette,IN,47906,Credit Union,Federal,,,,19307,7/1/99,,
16414,Des Moines,Farmers State Bank,Northwood,IA,50459,Commercial Bank,State,05797,0537243,,,7/2/99,,
16417,Seattle,Western United Life Assurance Company,Spokane,WA,99201,Insurance Company,None,,,,,7/6/99,,
16418,Atlanta,First Educators Credit Union,Birmingham,AL,35222,Credit Union,State,,,,60934,7/2/99,,
16419,Atlanta,Marriott Employees' Federal C.U.,Bethesda,MD,20817,Credit Union,Federal,,,,08680,7/2/99,,
16420,Topeka,Community Bank,Topeka,KS,66614,Commercial Bank,State,34020,2304636,,,7/8/99,,
16422,Atlanta,Republic Bank,Port Richey,FL,34668,Savings Bank,Federal,35344,,16422,,10/17/00,,
16432,Atlanta,The National Bank of Cambridge,Cambridge,MD,21613,Commercial Bank,National,04829,0746223,,,7/9/99,,
16435,Des Moines,"First State Bank of St. Charles, Missouri",Saint Charles,MO,63301,Commercial Bank,State,12219,0345756,,,7/13/99,,
16436,Des Moines,First Financial Credit Union,Jefferson City,MO,65109,Credit Union,State,,,,67802,7/13/99,,
16437,Dallas,Allied Bank,Mulberry,AR,72947,Commercial Bank,State,00091,0028349,,,7/13/99,,
16442,Topeka,Bank of the Valley,Bellwood,NE,68624,Commercial Bank,State,25291,0478195,,,7/14/99,,
16443,Topeka,"Exchange Bank and Trust Company - Perry, OK",Perry,OK,73077,Commercial Bank,State,13366,0456755,,,7/14/99,,
16445,Boston,Holy Rosary Regional Credit Union,Rochester,NH,03867,Credit Union,State,,,,65088,7/6/99,,
16446,Boston,Windsor Locks Federal Credit Union,Windsor Locks,CT,06096,Credit Union,Federal,,,,03757,7/6/99,,
16448,Boston,Crescent Credit Union,Brockton,MA,02303,Credit Union,State,,,,68048,7/15/99,,
16450,Pittsburgh,American Heritage Federal C.U.,Philadelphia,PA,19115,Credit Union,Federal,,,,05621,7/16/99,,
16451,Cincinnati,City of Memphis Credit Union,Memphis,TN,38112,Credit Union,State,,,,60239,7/16/99,,
16452,Des Moines,First Community Bank Silver Lake,Silver Lake,MN,55381,Commercial Bank,State,08543,0185457,,,7/16/99,,
16453,Dallas,E Federal Credit Union,Baton Rouge,LA,70810,Credit Union,Federal,,,,00013,7/17/99,,
16454,Dallas,Spirit Bank,Belmont,MS,38827,Commercial Bank,State,34917,2735959,,,7/17/99,,
16455,San Francisco,Financial Partners Credit Union,Downey,CA,90242,Credit Union,State,,,,68457,7/14/99,,
16456,San Francisco,Bank of Internet USA,San Diego,CA,92130,Savings Bank,Federal,35546,,16456,,7/27/00,,
16459,Atlanta,Marion Bank and Trust Company,Marion,AL,36756,Commercial Bank,State,14184,0449832,,,7/15/99,,
16461,Atlanta,Alabama Central Credit Union,Birmingham,AL,35222,Credit Union,State,,,,60712,7/20/99,,
16462,Atlanta,First Bank of Boaz,Boaz,AL,35957,Commercial Bank,State,02784,0533535,,,7/20/99,,
16463,Chicago,"Farmers State Bank, Astoria",Astoria,IL,61501,Commercial Bank,State,23324,0925439,,,7/21/99,,
16464,Chicago,Sunset Bank & Savings,Waukesha,WI,53189,Savings Bank,State,35043,2756767,,,7/21/99,,
16467,San Francisco,Heritage Oaks Bank,Paso Robles,CA,93446,Commercial Bank,State,24229,0797467,,,7/22/99,,
16469,Atlanta,Alabama Credit Union,Tuscaloosa,AL,35401,Credit Union,State,,,,60823,7/23/99,,
16470,Atlanta,Coosa Pines Federal Credit Union,Childersburg,AL,35044,Credit Union,Federal,,,,06774,7/23/99,,
16471,Atlanta,Unity National Bank,Cartersville,GA,30121,Commercial Bank,National,34678,2683555,,,7/23/99,,
16473,Dallas,First Bank Farmersville,Farmersville,TX,75442,Commercial Bank,State,14552,0447351,,,7/26/99,,
16474,Topeka,TriCentury Bank ,Simpson,KS,67478,Commercial Bank,State,18109,0196752,,,7/26/99,,
16475,Topeka,The First National Bank in Altus,Altus,OK,73521,Commercial Bank,National,04031,0245351,,,7/26/99,,
16476,Des Moines,Community First Bank,Appleton City,MO,64724,Commercial Bank,State,10595,0756848,,,7/27/99,,
16477,Des Moines,Maxwell State Bank,Maxwell,IA,50161,Commercial Bank,State,15930,0694146,,,7/27/99,,
16478,Des Moines,Old Missouri Bank,Springfield,MO,65807,Commercial Bank,State,35213,2785646,,,7/27/99,,
16479,Des Moines,State Bank & Trust of Kenmare,Kenmare,ND,58746,Commercial Bank,State,02057,0675659,,,7/28/99,,
16480,Des Moines,First State Bank of Alexandria,Alexandria,MN,56308,Commercial Bank,State,10207,0400758,,,7/28/99,,
16481,Des Moines,Alliant Credit Union,Dubuque,IA,52001,Credit Union,State,,,,64886,7/28/99,,
16484,Seattle,Seattle Savings Bank,Seattle,WA,98102,Savings Bank,State,35139,2838207,,,7/28/99,,
16485,Des Moines,U.S. Bank National Association ND,Fargo,ND,58103,Commercial Bank,National,34590,2582023,,,7/30/99,,
16486,Des Moines,Lakeside State Bank,New Town,ND,58763,Commercial Bank,State,17165,0879457,,,7/30/99,,
16487,Des Moines,State Bank & Trust,Fargo,ND,58103,Commercial Bank,State,19581,0929352,,,8/2/99,,
16488,Cincinnati,DUPONT COMMUNITY CREDIT UNI,Hixson,TN,37343,Credit Union,State,,,,67747,8/2/99,,
16489,Atlanta,The Security State Bank,Mcrae,GA,31055,Commercial Bank,State,19680,0598132,,,7/30/99,,
16490,Atlanta,Alliance Bank Corporation,Fairfax,VA,22033,Commercial Bank,State,34664,2712978,,,7/30/99,,
16491,Atlanta,"Northern Trust, National Association",Miami,FL,33131,Commercial Bank,National,24185,0665931,,,7/30/99,,
16492,Cincinnati,SPRING VALLEY BANK,Wyoming,OH,45215,Commercial Bank,State,34386,2607412,,,8/2/99,,
16493,New York,Pinnacle Federal Credit Union,Edison,NJ,08837,Credit Union,Federal,,,,15095,8/2/99,,
16494,Des Moines,Midwest BankCentre,St. Louis,MO,63125,Commercial Bank,State,01058,0657459,,,8/3/99,,
16497,Atlanta,"First Community Bank, N.A.",Lexington,SC,29072,Commercial Bank,National,34047,2328137,,,8/5/99,,
16498,Atlanta,Bank of Walterboro,Walterboro,SC,29488,Commercial Bank,State,27496,1404481,,,8/5/99,,
16499,Atlanta,Farmers State Bank,Lumpkin,GA,31815,Commercial Bank,State,05691,0776734,,,8/5/99,,
16500,Atlanta,BayPort Credit Union,Newport News,VA,23607,Credit Union,State,,,,61330,8/6/99,,
16504,Atlanta,Decatur First Bank,Decatur,GA,30030,Commercial Bank,State,34392,2534086,,,8/6/99,,
16505,Seattle,First Citizens Bank of Butte,Butte,MT,59701,Commercial Bank,State,22502,0666358,,,8/10/99,,
16506,Seattle,Simpson Community Federal CU,Shelton,WA,98584,Credit Union,Federal,,,,04779,8/10/99,,
16508,Des Moines,Landmands Bank,Audubon,IA,50025,Commercial Bank,State,04471,0747743,,,8/10/99,,
16510,Cincinnati,MORGANTOWN BANK & TRUST CO,Morgantown,KY,42261,Commercial Bank,State,00275,0330949,,,8/11/99,,
16512,Dallas,Security National Bank of Quanah,Frisco,TX,75034,Commercial Bank,National,03400,0735067,,,8/11/99,,
16513,Dallas,Pinnacle Bank,Keene,TX,76059,Commercial Bank,State,20231,0867650,,,8/11/99,,
16515,Cincinnati,Fort Campbell Federal Credit Union,Clarksville,TN,37040,Credit Union,Federal,,,,09759,8/12/99,,
16518,Des Moines,"Citizens State Bank of Waverly, Inc.",Waverly,MN,55390,Commercial Bank,State,09337,0213958,,,8/13/99,,
16519,Des Moines,Union State Bank of Fargo,Fargo,ND,58103,Commercial Bank,State,20776,0968557,,,8/13/99,,
16522,Chicago,"Petefish, Skiles & Co.",Virginia,IL,62691,Commercial Bank,State,10829,0602543,,,8/17/99,,
16523,Topeka,Bank of the San Juans,Durango,CO,81301,Commercial Bank,State,34873,2693693,,,8/17/99,,
16525,Topeka,"First National Bank, Cortez",Cortez,CO,81321,Commercial Bank,National,17872,0968155,,,8/17/99,,
16526,Topeka,"Kit Carson State Bank - Kit Carson, CO",Kit Carson,CO,80825,Commercial Bank,State,09216,0187451,,,8/17/99,,
16528,Boston,ATHOL CREDIT UNION,Athol,MA,01331,Credit Union,State,,,,66819,8/20/99,,
16529,Des Moines,Farmers and Merchants State Bank,Langdon,ND,58249,Commercial Bank,State,21728,0677756,,,8/19/99,,
16532,Atlanta,Library of Congress Federal Credit Union,Washington,DC,20540,Credit Union,Federal,,,,00266,8/23/99,,
16533,Atlanta,Shenandoah Life Insurance Company,Roanoke,VA,24015,Insurance Company,None,,,,,8/23/99,,
16534,Des Moines,State Bank of Bricelyn,Bricelyn,MN,56014,Commercial Bank,State,08847,0107057,,,8/23/99,,
16535,Dallas,Centennial Bank,Conway,AR,72032,Commercial Bank,State,11241,0456045,,,8/23/99,,
16536,Pittsburgh,The Jim Thorpe National Bank,Jim Thorpe,PA,18229,Commercial Bank,National,07599,0920210,,,8/24/99,,
16537,Topeka,The Yukon National Bank,Yukon,OK,73099,Commercial Bank,National,04235,0953852,,,8/24/99,,
16539,Boston,MARLBOROUGH SAVINGS,Marlborough,MA,01752,Savings Bank,State,90235,0818401,,,8/25/99,,
16540,Pittsburgh,Stonebridge Bank,Exton,PA,19341,Commercial Bank,State,35077,2754389,,,8/25/99,,
16542,Dallas,Community Bank & Trust,Waco,TX,76701,Commercial Bank,State,17108,0549862,,,8/25/99,,
16543,Dallas,First Louisiana Bank,Shreveport,LA,71105,Commercial Bank,State,34984,2777070,,,8/25/99,,
16544,Dallas,Community Resource Credit Union,Baytown,TX,77520,Credit Union,State,,,,68021,8/25/99,,
16546,Atlanta,North Carolina Community Federal Credit Union,Goldsboro,NC,27534,Credit Union,Federal,,,,12004,8/25/99,,
16547,Chicago,Wisconsin Community Bank,Cottage Grove,WI,53527,Commercial Bank,State,13023,0463342,,,8/25/99,,
16548,Chicago,Chicago Patrolmen's Federal Credit Union,Chicago,IL,60607,Credit Union,Federal,,,,02876,8/27/99,,
16551,Chicago,First Trust Bank of Illinois,Kankakee,IL,60901,Commercial Bank,State,34778,2718596,,,8/31/99,,
16552,Chicago,Prairie Community Bank,Marengo,IL,60152,Commercial Bank,State,34526,2598396,,,8/31/99,,
16553,Atlanta,Bank of Hancock County,Sparta,GA,31087,Commercial Bank,State,10057,0000037,,,8/31/99,,
16554,Atlanta,Fairwinds Credit Union,Orlando,FL,32826,Credit Union,State,,,,68417,8/31/99,,
16555,Atlanta,Sharonview Federal Credit Union,Fort Mill,SC,29716,Credit Union,Federal,,,,22458,8/31/99,,
16556,Dallas,Commerce National Bank,Corinth,MS,38834,Commercial Bank,National,34938,2746245,,,9/1/99,,
16558,Dallas,Security Bank,Odessa,TX,79760,Commercial Bank,State,13408,0641355,,,9/1/99,,
16560,San Francisco,Los Angeles National Bank,Buena Park,CA,90621,Commercial Bank,National,21352,0841865,,,9/2/99,,
16563,Seattle,Panhandle State Bank,Sandpoint,ID,83864,Commercial Bank,State,23415,0257868,,,9/7/99,,
16565,Seattle,1st Liberty Federal Credit Union,Great Falls,MT,59405,Credit Union,Federal,,,,10375,9/8/99,,
16566,San Francisco,USC Federal Credit Union,Los Angeles,CA,90089,Credit Union,State,,,,68459,9/7/99,,
16567,Boston,CENTRIX BANK & TRUST,Bedford,NH,03110,Commercial Bank,State,35035,2816474,,,9/2/99,,
16568,Boston,Taupa Lithuanian Federal Credit Union,South Boston,MA,02127,Credit Union,Federal,,,,23803,9/2/99,,
16571,Pittsburgh,Philadelphia Trust Company,Philadelphia,PA,19103,Commercial Bank,State,35075,2796277,,,9/8/99,,
16572,Indianapolis,Fidelity Bank,Dearborn,MI,48124,Commercial Bank,State,33883,2171100,,,9/9/99,,
16573,Indianapolis,Encompass Credit Union,Tipton,IN,46072,Credit Union,Federal,,,,08548,9/9/99,,
16574,Des Moines,Bridge Community Bank,Mount Vernon,IA,52314,Commercial Bank,State,12717,0882541,,,9/9/99,,
16575,Des Moines,McKenzie County Bank,Watford City,ND,58854,Commercial Bank,State,23836,0234056,,,9/9/99,,
16578,Dallas,First National Bank of Ruidoso,Ruidoso,NM,88345,Commercial Bank,National,26491,0485353,,,9/10/99,,
16579,Des Moines,The First National Bank of Walker,Walker,MN,56484,Commercial Bank,National,05269,0805755,,,9/13/99,,
16580,Dallas,Woodforest National Bank,The Woodlands,TX,77380,Commercial Bank,National,23220,0412751,,,9/13/99,,
16581,Cincinnati,FARMERS STATE BANK,Mountain City,TN,37683,Commercial Bank,State,13775,0105530,,,9/14/99,,
16583,Dallas,First National Bank At Paris,Paris,AR,72855,Commercial Bank,National,14534,0045047,,,9/14/99,,
16584,Topeka,"First Central Bank - Cambridge, NE",Cambridge,NE,69022,Commercial Bank,State,10637,0134156,,,9/15/99,,
16585,Topeka,The First National Bank of Olathe,Olathe,KS,66061,Commercial Bank,National,04744,0456456,,,9/15/99,,
16586,Topeka,Home State Bank,Loveland,CO,80537,Commercial Bank,State,16902,0089751,,,9/15/99,,
16587,Chicago,Village Bank and Trust Arlington Heights,Prospect Heights,IL,60070,Commercial Bank,State,34011,2298995,,,9/15/99,,
16588,Des Moines,Callaway Bank (The),Fulton,MO,65251,Commercial Bank,State,12223,0719656,,,9/16/99,,
16589,San Francisco,Centennial Bank,Fountain Valley,CA,92708,Commercial Bank,State,32707,1421095,,,9/16/99,,
16590,San Francisco,Central Valley Community Bank,Clovis,CA,93612,Commercial Bank,State,23030,0703767,,,9/16/99,,
16596,Atlanta,Harford Bank,Aberdeen,MD,21001,Commercial Bank,State,19101,0660927,,,9/20/99,,
16597,Atlanta,Town-country National Bank,Camden,AL,36726,Commercial Bank,National,22621,0180537,,,9/20/99,,
16598,Cincinnati,First Citizens N.B. of Upper Sandusky,Upper Sandusky,OH,43351,Commercial Bank,National,14355,0230423,,,9/20/99,,
16599,Chicago,Bank of Cashton,Cashton,WI,54619,Commercial Bank,State,12325,0458946,,,9/20/99,,
16600,Des Moines,First State Bank,Wilmot,SD,57279,Commercial Bank,State,15787,0624152,,,9/20/99,,
16601,Des Moines,Security State Bank,Waverly,IA,50677,Commercial Bank,State,15738,0306140,,,9/21/99,,
16602,Chicago,"MB Financial Bank, National Association",Chicago,IL,60601,Commercial Bank,National,03628,0656733,,,9/20/99,,
16605,Dallas,Citizens State Bank,Tyler,TX,75701,Commercial Bank,State,19806,0877154,,,9/22/99,,
16607,Pittsburgh,Allegheny Valley Bank of Pittsburgh,Pittsburgh,PA,15201,Commercial Bank,State,06058,0001829,,,9/24/99,,
16608,San Francisco,Pacific Coast Bankers Bank,San Francisco,CA,94104,Commercial Bank,State,34252,2451240,,,9/23/99,,
16610,Dallas,Coastal Commerce Bank,Houma,LA,70360,Commercial Bank,State,35005,2760102,,,9/23/99,,
